gene,logFC_Training_CRE,logFC_Training_PLA,pi_score_CRE,pi_score_PLA,pi_score_Interaction,significance,quadrant,imputed
ADD1,0.2259,-0.0589,0.881744,0.99326,0.876269,NS,Discordant (CRE Up / PLA Down),TRUE
TMED9,0.1641,0.1206,0.894801,0.949864,0.995656,NS,Concordant Up,TRUE
CAPN3,0.0627,0.2219,0.98401,0.803537,0.929026,NS,Concordant Up,TRUE
USP14,-0.0282,-0.2559,0.995959,0.630837,0.792621,NS,Concordant Down,FALSE
GLRX3,0.1316,-0.1525,0.909397,0.893304,0.725012,NS,Discordant (CRE Up / PLA Down),TRUE
GUK1,-0.0762,-0.2074,0.985829,0.90119,0.97209,NS,Concordant Down,TRUE
PSMC6,0.0473,-0.2345,0.988312,0.690732,0.686825,NS,Discordant (CRE Up / PLA Down),FALSE
HBS1L,0.0712,-0.2106,0.973796,0.78464,0.717717,NS,Discordant (CRE Up / PLA Down),TRUE
PTER,-0.2532,0.0285,0.734479,0.998167,0.831742,NS,Discordant (CRE Down / PLA Up),TRUE
PFDN2,-0.1239,0.1575,0.94507,0.91649,0.805308,NS,Discordant (CRE Down / PLA Up),FALSE
TAGLN,0.191,0.0902,0.938676,0.987982,0.989072,NS,Concordant Up,FALSE
LIMS1,0.1179,-0.1632,0.929341,0.871243,0.725919,NS,Discordant (CRE Up / PLA Down),FALSE
CLU,0.2674,-0.0135,0.891863,0.999769,0.921371,NS,Discordant (CRE Up / PLA Down),FALSE
PSMA1,0.0827,-0.1981,0.95941,0.763823,0.668721,NS,Discordant (CRE Up / PLA Down),FALSE
DYNC1H1,0.2075,0.0731,0.676569,0.96731,0.916448,NS,Concordant Up,FALSE
SYPL2,-0.0896,0.1904,0.968908,0.86622,0.789078,NS,Discordant (CRE Down / PLA Up),TRUE
RPS12,0.216,-0.0636,0.709048,0.979792,0.6876,NS,Discordant (CRE Up / PLA Down),FALSE
DBNL,0.1008,0.1782,0.966012,0.89761,0.987182,NS,Concordant Up,TRUE
NMT1,-0.0739,-0.2048,0.987283,0.899318,0.972141,NS,Concordant Down,TRUE
GPHN,-0.2273,0.0513,0.772943,0.992121,0.799373,NS,Discordant (CRE Down / PLA Up),TRUE
NCL,0.1309,-0.1475,0.89898,0.881048,0.694916,NS,Discordant (CRE Up / PLA Down),FALSE
PABPC1,0.118,0.16,0.887048,0.803365,0.991917,NS,Concordant Up,FALSE
NEDD8,0.2027,0.0747,0.878265,0.986043,0.96958,NS,Concordant Up,FALSE
COX7C,-0.0643,0.213,0.991845,0.910771,0.89105,NS,Discordant (CRE Down / PLA Up),FALSE
PHKA1,0.0627,0.2145,0.987278,0.855816,0.949166,NS,Concordant Up,TRUE
UBE2L3,-0.1747,0.1023,0.882649,0.965156,0.80492,NS,Discordant (CRE Down / PLA Up),FALSE
SMIM20,-0.1484,0.1285,0.925853,0.950425,0.827116,NS,Discordant (CRE Down / PLA Up),TRUE
ARPC5,0.2758,0.001,0.82712,0.999998,0.893476,NS,Concordant Up,TRUE
PHKG1,-0.0447,0.2319,0.994899,0.870562,0.862982,NS,Discordant (CRE Down / PLA Up),TRUE
APEH,-0.1201,-0.1564,0.931724,0.890853,0.996329,NS,Concordant Down,FALSE
OGDH,-0.0349,0.2411,0.995622,0.774134,0.790848,NS,Discordant (CRE Down / PLA Up),FALSE
PCTP,0.2603,0.0152,0.897977,0.999591,0.930051,NS,Concordant Up,TRUE
EEF1G,0.0602,0.214,0.98009,0.734837,0.906796,NS,Concordant Up,FALSE
PGM1,-0.1626,0.1113,0.865035,0.944757,0.748084,NS,Discordant (CRE Down / PLA Up),FALSE
PSMB4,-0.1486,0.1244,0.86567,0.915967,0.702112,NS,Discordant (CRE Down / PLA Up),FALSE
PLGRKT,-0.1104,0.1623,0.967477,0.927775,0.856314,NS,Discordant (CRE Down / PLA Up),TRUE
FARSB,-0.0511,0.2215,0.986169,0.711086,0.69833,NS,Discordant (CRE Down / PLA Up),TRUE
MGST3,-0.1969,0.0755,0.815321,0.977604,0.770397,NS,Discordant (CRE Down / PLA Up),FALSE
TWF2,-0.0505,0.2218,0.988998,0.773479,0.759359,NS,Discordant (CRE Down / PLA Up),FALSE
LTA4H,-0.0723,-0.1997,0.957955,0.670358,0.910073,NS,Concordant Down,FALSE
EIF4E3,-0.2245,-0.0474,0.898697,0.997314,0.967352,NS,Concordant Down,TRUE
CYGB,0.2102,-0.0615,0.848367,0.991614,0.857573,NS,Discordant (CRE Up / PLA Down),TRUE
NCK1,-0.1341,0.1376,0.967345,0.969153,0.909711,NS,Discordant (CRE Down / PLA Up),TRUE
PPP1CA,-0.0054,0.2654,0.99988,0.670407,0.756763,NS,Discordant (CRE Down / PLA Up),FALSE
DBT,-0.1836,0.0872,0.875391,0.976393,0.822692,NS,Discordant (CRE Down / PLA Up),TRUE
CLINT1,-0.0297,-0.241,0.997411,0.878225,0.923374,NS,Concordant Down,TRUE
CS,0.0868,0.1829,0.967325,0.855529,0.973712,NS,Concordant Up,FALSE
ENO2,-0.1134,-0.1556,0.955626,0.920862,0.996215,NS,Concordant Down,FALSE
PSMC4,-0.0609,0.2068,0.982329,0.786597,0.747772,NS,Discordant (CRE Down / PLA Up),FALSE
DNM2,0.1901,-0.0774,0.716143,0.96145,0.642772,NS,Discordant (CRE Up / PLA Down),FALSE
ACAD9,0.1527,0.1146,0.917029,0.963796,0.997159,NS,Concordant Up,TRUE
NDUFA5,-0.1044,0.1627,0.963989,0.916136,0.835279,NS,Discordant (CRE Down / PLA Up),FALSE
FERMT2,-0.1992,0.0678,0.815052,0.98249,0.7841,NS,Discordant (CRE Down / PLA Up),FALSE
SRSF7,0.0571,0.2098,0.990915,0.842559,0.94895,NS,Concordant Up,TRUE
HAGH,-0.1023,-0.1644,0.941573,0.85375,0.986832,NS,Concordant Down,FALSE
NAXE,-0.1598,0.1068,0.848226,0.941211,0.723871,NS,Discordant (CRE Down / PLA Up),FALSE
KPNA6,-0.1799,-0.086,0.81541,0.96784,0.971476,NS,Concordant Down,TRUE
RPS19,-0.0393,0.2265,0.991374,0.684128,0.69488,NS,Discordant (CRE Down / PLA Up),FALSE
EIF3E,-0.2272,-0.0386,0.671386,0.992707,0.855549,NS,Concordant Down,FALSE
XPO1,-0.1004,0.1651,0.945273,0.864147,0.741788,NS,Discordant (CRE Down / PLA Up),TRUE
AARSD1,-0.0176,-0.2479,0.999057,0.803318,0.878516,NS,Concordant Down,TRUE
SQSTM1,0.12,0.1455,0.972943,0.969111,0.999303,NS,Concordant Up,TRUE
CKB,-0.0426,-0.2228,0.991603,0.751523,0.887773,NS,Concordant Down,FALSE
ALDH1L1,0.0528,-0.2125,0.990717,0.843633,0.82656,NS,Discordant (CRE Up / PLA Down),FALSE
DDX17,0.1951,0.07,0.748783,0.973821,0.937072,NS,Concordant Up,FALSE
MYBPC2,-0.2331,0.0315,0.916598,0.998816,0.93241,NS,Discordant (CRE Down / PLA Up),TRUE
PSMD11,-0.1523,0.1123,0.844352,0.925914,0.693875,NS,Discordant (CRE Down / PLA Up),FALSE
TFG,-0.029,0.2354,0.997686,0.837447,0.854446,NS,Discordant (CRE Down / PLA Up),FALSE
BPNT1,-0.1586,0.1052,0.860385,0.946676,0.746193,NS,Discordant (CRE Down / PLA Up),FALSE
AIMP2,-0.0263,0.2371,0.997502,0.785322,0.809475,NS,Discordant (CRE Down / PLA Up),TRUE
RPN1,0.1481,-0.115,0.865615,0.928429,0.720868,NS,Discordant (CRE Up / PLA Down),FALSE
ATP6V1G1,0.1494,-0.1136,0.889219,0.951912,0.791957,NS,Discordant (CRE Up / PLA Down),TRUE
RPL27A,0.0537,0.2087,0.989866,0.840354,0.939607,NS,Concordant Up,FALSE
HNRNPH3,-0.1465,0.1149,0.914872,0.952991,0.817308,NS,Discordant (CRE Down / PLA Up),TRUE
PPA2,-0.0903,0.1707,0.964093,0.873477,0.787422,NS,Discordant (CRE Down / PLA Up),FALSE
TPD52L1,0.1034,-0.1576,0.969581,0.934185,0.866386,NS,Discordant (CRE Up / PLA Down),TRUE
LANCL1,-0.1275,0.1334,0.917146,0.916658,0.765263,NS,Discordant (CRE Down / PLA Up),FALSE
YWHAH,0.1318,0.1287,0.891971,0.906207,0.999969,NS,Concordant Up,FALSE
PRDX5,0.1527,-0.1071,0.839918,0.931396,0.698015,NS,Discordant (CRE Up / PLA Down),FALSE
CCT3,0.1386,-0.1209,0.873843,0.914002,0.707858,NS,Discordant (CRE Up / PLA Down),FALSE
STAM,-0.1957,0.063,0.830057,0.987199,0.819121,NS,Discordant (CRE Down / PLA Up),TRUE
ATP5MG,0.14,0.1185,0.92241,0.950071,0.998927,NS,Concordant Up,FALSE
PPCDC,-0.2181,-0.0401,0.814874,0.995839,0.929926,NS,Concordant Down,TRUE
MAGT1,0.0496,-0.2069,0.995547,0.933156,0.921109,NS,Discordant (CRE Up / PLA Down),TRUE
AQP1,0.1911,-0.0652,0.913626,0.991431,0.896977,NS,Discordant (CRE Up / PLA Down),TRUE
ANXA11,0.0839,-0.1722,0.957461,0.820095,0.718377,NS,Discordant (CRE Up / PLA Down),FALSE
MT-ATP6,-0.0077,-0.2482,0.99983,0.844381,0.886794,NS,Concordant Down,TRUE
HDDC2,-0.0778,0.1763,0.990811,0.953116,0.930002,NS,Discordant (CRE Down / PLA Up),TRUE
FAM114A1,0.058,-0.1961,0.99371,0.900002,0.89919,NS,Discordant (CRE Up / PLA Down),TRUE
SPEG,0.0249,-0.2288,0.99782,0.824704,0.838232,NS,Discordant (CRE Up / PLA Down),TRUE
USP15,-0.2078,0.0458,0.854699,0.994281,0.858677,NS,Discordant (CRE Down / PLA Up),FALSE
SAE1,0.1572,-0.0962,0.897143,0.976849,0.85907,NS,Discordant (CRE Up / PLA Down),TRUE
RAB1A,0.19,-0.0632,0.85713,0.987658,0.838926,NS,Discordant (CRE Up / PLA Down),TRUE
PFN2,-0.2253,-0.0278,0.793247,0.997641,0.90075,NS,Concordant Down,TRUE
ACSS1,-0.2164,0.0365,0.823093,0.996132,0.845747,NS,Discordant (CRE Down / PLA Up),TRUE
PCCA,0.1558,-0.096,0.918827,0.974595,0.862719,NS,Discordant (CRE Up / PLA Down),TRUE
NDUFB10,0.0304,0.2211,0.99729,0.847616,0.920939,NS,Concordant Up,FALSE
COASY,-0.0315,-0.2199,0.996451,0.81242,0.904355,NS,Concordant Down,FALSE
ALDH3A2,-0.0625,0.1888,0.982982,0.839087,0.797273,NS,Discordant (CRE Down / PLA Up),FALSE
DEPTOR,-0.2014,-0.0499,0.846979,0.992488,0.945883,NS,Concordant Down,TRUE
KPNA1,-0.0697,-0.1815,0.984985,0.911543,0.97568,NS,Concordant Down,TRUE
PDLIM1,-0.0387,0.2122,0.993228,0.778083,0.781284,NS,Discordant (CRE Down / PLA Up),FALSE
ETFB,-0.0306,0.2197,0.996941,0.830604,0.844193,NS,Discordant (CRE Down / PLA Up),FALSE
MTAP,0.1545,-0.0958,0.862583,0.954602,0.762673,NS,Discordant (CRE Up / PLA Down),FALSE
XRCC6,0.1758,-0.0728,0.822645,0.97499,0.769356,NS,Discordant (CRE Up / PLA Down),FALSE
EIF2S2,0.061,0.1874,0.983934,0.857139,0.954224,NS,Concordant Up,TRUE
CZIB,0.0392,-0.2091,0.991555,0.735838,0.738279,NS,Discordant (CRE Up / PLA Down),FALSE
TIMM50,0.056,0.1923,0.992823,0.91676,0.970685,NS,Concordant Up,TRUE
FUBP1,-0.0978,-0.1486,0.952014,0.888068,0.991906,NS,Concordant Down,TRUE
COPS8,0.0719,-0.1741,0.972801,0.837008,0.768503,NS,Discordant (CRE Up / PLA Down),FALSE
ATP5MF,-0.0738,0.1713,0.975897,0.869048,0.807716,NS,Discordant (CRE Down / PLA Up),FALSE
FAM98A,0.0123,-0.2323,0.999693,0.879821,0.907039,NS,Discordant (CRE Up / PLA Down),TRUE
PSMD13,-0.2354,-0.009,0.689156,0.99967,0.814612,NS,Concordant Down,FALSE
NUDT16,-0.1685,-0.0759,0.876633,0.97913,0.977473,NS,Concordant Down,TRUE
PSMB7,-0.0195,-0.2245,0.998748,0.817304,0.89347,NS,Concordant Down,FALSE
EPS15L1,0.1521,-0.0919,0.879447,0.966444,0.808183,NS,Discordant (CRE Up / PLA Down),TRUE
EEF1D,0.045,-0.1987,0.985842,0.696778,0.681358,NS,Discordant (CRE Up / PLA Down),FALSE
PAFAH1B1,-0.1807,0.0629,0.820357,0.982369,0.787859,NS,Discordant (CRE Down / PLA Up),FALSE
GRHPR,-0.0966,-0.1461,0.938173,0.863174,0.990266,NS,Concordant Down,FALSE
NIT1,0.0454,0.1971,0.993978,0.88236,0.951823,NS,Concordant Up,FALSE
IPO5,-0.164,0.0781,0.825212,0.967149,0.752259,NS,Discordant (CRE Down / PLA Up),FALSE
LNPK,-0.0019,0.24,0.999986,0.743852,0.816746,NS,Discordant (CRE Down / PLA Up),FALSE
AIFM1,-0.0361,0.2056,0.994415,0.803009,0.807716,NS,Discordant (CRE Down / PLA Up),FALSE
ARMC1,-0.2126,0.029,0.77209,0.998164,0.873792,NS,Discordant (CRE Down / PLA Up),TRUE
UGP2,0.1266,-0.1146,0.90458,0.929474,0.766844,NS,Discordant (CRE Up / PLA Down),FALSE
FYCO1,-0.218,0.0218,0.791298,0.998528,0.844955,NS,Discordant (CRE Down / PLA Up),TRUE
PGK1,-2e-4,-0.2392,1,0.62446,0.734179,NS,Concordant Down,FALSE
UBAP2L,-0.0421,0.1967,0.995969,0.896155,0.897999,NS,Discordant (CRE Down / PLA Up),TRUE
RPS25,-0.0436,-0.195,0.991891,0.826723,0.928624,NS,Concordant Down,FALSE
UBA2,0.0888,-0.1496,0.969798,0.921421,0.850601,NS,Discordant (CRE Up / PLA Down),TRUE
PPP3R1,-0.1279,-0.1102,0.893149,0.931868,0.998903,NS,Concordant Down,TRUE
RAB10,-0.0443,-0.1934,0.990537,0.805723,0.921365,NS,Concordant Down,FALSE
AKR7A2,0.2193,-0.0182,0.680749,0.998391,0.758658,NS,Discordant (CRE Up / PLA Down),FALSE
CFL2,-0.1232,0.1142,0.935715,0.949852,0.837276,NS,Discordant (CRE Down / PLA Up),FALSE
FDX1,-0.0597,-0.1777,0.993874,0.956718,0.985346,NS,Concordant Down,TRUE
MB,0.0351,0.201,0.996869,0.893464,0.949363,NS,Concordant Up,FALSE
NTPCR,-8e-4,0.2353,0.999998,0.860919,0.900403,NS,Discordant (CRE Down / PLA Up),TRUE
GORASP2,0.0495,-0.1865,0.98997,0.857727,0.834091,NS,Discordant (CRE Up / PLA Down),TRUE
ECHDC3,-0.2299,0.006,0.836054,0.999917,0.892278,NS,Discordant (CRE Down / PLA Up),TRUE
IMPA2,-0.1771,-0.0584,0.932166,0.993703,0.980503,NS,Concordant Down,TRUE
RAD23A,-0.0821,-0.1533,0.966794,0.88552,0.98398,NS,Concordant Down,FALSE
PPME1,-0.0468,-0.1885,0.990807,0.85086,0.941004,NS,Concordant Down,TRUE
RPL17,0.1829,-0.0521,0.876187,0.992969,0.878107,NS,Discordant (CRE Up / PLA Down),TRUE
SGTA,-0.0738,0.1607,0.979328,0.90248,0.849756,NS,Discordant (CRE Down / PLA Up),FALSE
TGFBI,0.1736,0.0608,0.946879,0.994805,0.986213,NS,Concordant Up,TRUE
TXNL1,-0.2232,-0.0111,0.671871,0.999418,0.809351,NS,Concordant Down,FALSE
THTPA,0.0767,0.1576,0.983072,0.920394,0.986735,NS,Concordant Up,TRUE
AHCY,-0.0534,-0.1804,0.983493,0.798985,0.933218,NS,Concordant Down,FALSE
NAE1,-0.2335,-3e-4,0.743969,1,0.839006,NS,Concordant Down,TRUE
DDI2,-0.0919,-0.1417,0.985935,0.968426,0.997305,NS,Concordant Down,TRUE
MAP2K1,-0.0654,0.1681,0.984544,0.896955,0.856746,NS,Discordant (CRE Down / PLA Up),FALSE
ARL8B,0.0252,-0.2067,0.996586,0.737863,0.768327,NS,Discordant (CRE Up / PLA Down),FALSE
RPL19,-0.0032,0.2285,0.999962,0.770899,0.834471,NS,Discordant (CRE Down / PLA Up),FALSE
HSD17B10,0.1584,0.072,0.860386,0.97606,0.975125,NS,Concordant Up,FALSE
YAP1,0.1614,-0.0684,0.948647,0.994246,0.943683,NS,Discordant (CRE Up / PLA Down),TRUE
CLYBL,-0.1404,-0.0893,0.975462,0.991998,0.998026,NS,Concordant Down,TRUE
VPS13C,-0.1969,-0.0324,0.830485,0.99727,0.937388,NS,Concordant Down,TRUE
HSPA9,-0.0229,0.2061,0.997257,0.746581,0.780236,NS,Discordant (CRE Down / PLA Up),FALSE
NHLRC2,-0.1523,-0.0765,0.872677,0.972783,0.981195,NS,Concordant Down,TRUE
PFDN4,0.157,0.0709,0.898264,0.982528,0.981281,NS,Concordant Up,FALSE
SZRD1,-0.1486,-0.0792,0.966249,0.992751,0.995691,NS,Concordant Down,TRUE
VPS37C,-0.0365,-0.1912,0.997687,0.952034,0.975051,NS,Concordant Down,TRUE
SRPRB,0.0255,0.2022,0.997686,0.859945,0.921554,NS,Concordant Up,TRUE
FDPS,-0.1503,-0.0772,0.842406,0.965348,0.978265,NS,Concordant Down,FALSE
PSMD2,-0.0645,0.1627,0.971424,0.810795,0.739051,NS,Discordant (CRE Down / PLA Up),FALSE
NSFL1C,-0.1604,-0.0663,0.80625,0.973189,0.960466,NS,Concordant Down,FALSE
SPAG7,-0.0479,-0.1778,0.992897,0.897139,0.962578,NS,Concordant Down,TRUE
VPS4B,-0.2228,0.0026,0.705154,0.999972,0.809955,NS,Discordant (CRE Down / PLA Up),TRUE
RPS27,-0.2068,-0.0183,0.880375,0.999161,0.931994,NS,Concordant Down,TRUE
PRDX3,0.0605,0.1639,0.979281,0.841438,0.958267,NS,Concordant Up,FALSE
BOLA2,0.0755,0.1476,0.980466,0.929579,0.988528,NS,Concordant Up,TRUE
TUBA4A,-0.0728,0.1503,0.980277,0.916807,0.866817,NS,Discordant (CRE Down / PLA Up),FALSE
PSMA5,0.0444,-0.1786,0.990637,0.837685,0.820555,NS,Discordant (CRE Up / PLA Down),FALSE
RRAD,0.1632,0.0586,0.918174,0.991732,0.9797,NS,Concordant Up,TRUE
HUWE1,-0.0397,-0.1811,0.992218,0.840357,0.930845,NS,Concordant Down,TRUE
VPS26A,0.1382,0.0824,0.875299,0.9644,0.988584,NS,Concordant Up,TRUE
PSMD5,-0.0548,-0.1655,0.991079,0.926766,0.976299,NS,Concordant Down,TRUE
CHCHD4,-0.1859,-0.0343,0.919008,0.997273,0.961957,NS,Concordant Down,TRUE
C1QBP,0.0217,0.1984,0.99788,0.801003,0.890783,NS,Concordant Up,FALSE
CNDP2,0.2045,-0.0153,0.826247,0.999252,0.870323,NS,Discordant (CRE Up / PLA Down),FALSE
SNF8,-0.1799,0.0395,0.839055,0.99552,0.872956,NS,Discordant (CRE Down / PLA Up),TRUE
CHMP6,0.0136,-0.2057,0.999064,0.784919,0.81726,NS,Discordant (CRE Up / PLA Down),TRUE
SNX3,0.1004,0.1187,0.94434,0.927249,0.998927,NS,Concordant Up,FALSE
KPNB1,0.1944,0.0237,0.748226,0.997221,0.877618,NS,Concordant Up,FALSE
MAPKAPK2,-0.1584,-0.0594,0.912831,0.991116,0.980488,NS,Concordant Down,TRUE
RPS17,-0.018,0.1994,0.99869,0.828903,0.853551,NS,Discordant (CRE Down / PLA Up),TRUE
CIRBP,0.1091,0.1082,0.932093,0.939011,0.999997,NS,Concordant Up,FALSE
PRKCQ,-0.0295,-0.1877,0.99703,0.89265,0.942721,NS,Concordant Down,TRUE
UCHL1,0.1348,-0.0823,0.948752,0.983175,0.910284,NS,Discordant (CRE Up / PLA Down),FALSE
LETM1,-0.1682,0.0488,0.860154,0.990107,0.844211,NS,Discordant (CRE Down / PLA Up),TRUE
GMPPB,-0.1761,0.0407,0.836517,0.99313,0.839179,NS,Discordant (CRE Down / PLA Up),FALSE
BLVRA,0.0624,-0.1539,0.98564,0.912121,0.874453,NS,Discordant (CRE Up / PLA Down),FALSE
TFAM,-0.1763,-0.0399,0.909898,0.996045,0.964873,NS,Concordant Down,TRUE
ECHS1,0.0916,-0.1243,0.957772,0.925977,0.835233,NS,Discordant (CRE Up / PLA Down),FALSE
POLDIP2,-0.1651,0.0504,0.934326,0.993719,0.918056,NS,Discordant (CRE Down / PLA Up),TRUE
ACTR1A,0.0915,0.1234,0.943269,0.901437,0.995943,NS,Concordant Up,FALSE
EIF2S1,0.0058,0.2086,0.999835,0.744604,0.83136,NS,Concordant Up,FALSE
NFU1,-0.1291,0.085,0.941221,0.982782,0.907204,NS,Discordant (CRE Down / PLA Up),TRUE
HINT1,-0.1714,-0.0422,0.843466,0.992531,0.944832,NS,Concordant Down,FALSE
GAPDH,0.1908,-0.0223,0.725216,0.997264,0.780208,NS,Discordant (CRE Up / PLA Down),FALSE
STRN3,-0.1027,0.1104,0.97558,0.977583,0.933603,NS,Discordant (CRE Down / PLA Up),TRUE
EPDR1,0.0631,-0.1496,0.988644,0.936989,0.907322,NS,Discordant (CRE Up / PLA Down),FALSE
RPS6KA3,-0.2009,0.0113,0.814405,0.999575,0.869587,NS,Discordant (CRE Down / PLA Up),TRUE
CHMP5,0.1773,0.0347,0.857407,0.99662,0.95034,NS,Concordant Up,TRUE
RGN,-0.0077,0.2041,0.999887,0.911572,0.934138,NS,Discordant (CRE Down / PLA Up),TRUE
RTN4IP1,-0.0515,0.1603,0.993406,0.946722,0.927303,NS,Discordant (CRE Down / PLA Up),TRUE
PPCS,0.0963,0.1154,0.950334,0.953715,0.999068,NS,Concordant Up,TRUE
SUB1,0.0515,0.1601,0.986773,0.866174,0.958828,NS,Concordant Up,FALSE
PSMD1,-0.0866,0.1232,0.959655,0.92161,0.83267,NS,Discordant (CRE Down / PLA Up),FALSE
RDH13,0.095,-0.1137,0.976149,0.972652,0.926911,NS,Discordant (CRE Up / PLA Down),TRUE
FKBP1A,-0.0073,-0.2008,0.999731,0.762957,0.846741,NS,Concordant Down,FALSE
ADIPOQ,0.145,-0.063,0.900223,0.984268,0.864048,NS,Discordant (CRE Up / PLA Down),FALSE
PPTC7,0.087,-0.1202,0.977548,0.9627,0.914859,NS,Discordant (CRE Up / PLA Down),TRUE
BUB3,0.1278,-0.0793,0.924461,0.981577,0.890564,NS,Discordant (CRE Up / PLA Down),TRUE
PARVA,-0.0426,0.163,0.995332,0.934471,0.922914,NS,Discordant (CRE Down / PLA Up),TRUE
ATP5F1A,0.1627,0.0411,0.872113,0.993491,0.955585,NS,Concordant Up,FALSE
PSMD14,0.0576,-0.1459,0.982794,0.886646,0.841315,NS,Discordant (CRE Up / PLA Down),FALSE
UBXN1,-0.1882,0.0153,0.83075,0.99915,0.872499,NS,Discordant (CRE Down / PLA Up),FALSE
HNRNPH2,-0.0201,0.1833,0.998549,0.879859,0.890797,NS,Discordant (CRE Down / PLA Up),TRUE
ERGIC1,0.0672,0.1361,0.979632,0.916841,0.985937,NS,Concordant Up,FALSE
NUDCD2,-0.0416,0.1612,0.994513,0.914976,0.903378,NS,Discordant (CRE Down / PLA Up),FALSE
AK1,0.0756,0.1269,0.965267,0.903892,0.990022,NS,Concordant Up,FALSE
HARS1,0.0696,-0.1321,0.976767,0.917174,0.859158,NS,Discordant (CRE Up / PLA Down),FALSE
LYPLAL1,-0.1942,-0.0063,0.832538,0.999874,0.902631,NS,Concordant Down,TRUE
ACOT13,0.1068,0.0936,0.956613,0.969861,0.999604,NS,Concordant Up,FALSE
NDUFA11,0.0233,-0.177,0.998767,0.935139,0.937061,NS,Discordant (CRE Up / PLA Down),TRUE
GSTK1,0.1712,0.0282,0.842389,0.996722,0.931072,NS,Concordant Up,FALSE
PGM3,-0.0904,-0.1085,0.964539,0.958612,0.999209,NS,Concordant Down,TRUE
MTX1,-0.1795,-0.0179,0.859343,0.999215,0.941281,NS,Concordant Down,TRUE
MAT2B,-0.1721,0.0249,0.851343,0.997797,0.880411,NS,Discordant (CRE Down / PLA Up),TRUE
ACADS,-0.1387,0.058,0.932284,0.989926,0.909152,NS,Discordant (CRE Down / PLA Up),FALSE
TMEM126A,-0.1711,-0.0253,0.920929,0.998685,0.964758,NS,Concordant Down,TRUE
TSG101,0.0022,-0.1938,0.999983,0.8648,0.897001,NS,Discordant (CRE Up / PLA Down),TRUE
GSK3B,-0.1131,-0.0826,0.955694,0.98074,0.998129,NS,Concordant Down,TRUE
COA3,0.0182,0.1775,0.999274,0.93616,0.961723,NS,Concordant Up,TRUE
UBE2R2,-0.1874,0.0079,0.898286,0.999908,0.947707,NS,Discordant (CRE Down / PLA Up),TRUE
PSMD10,-0.1908,0.0037,0.841637,0.999956,0.894314,NS,Discordant (CRE Down / PLA Up),FALSE
SERPINF2,0.1319,0.0625,0.967999,0.993658,0.994293,NS,Concordant Up,FALSE
KARS1,0.1537,-0.0406,0.85823,0.992535,0.855952,NS,Discordant (CRE Up / PLA Down),TRUE
HSPG2,0.0658,-0.1283,0.992396,0.972351,0.953543,NS,Discordant (CRE Up / PLA Down),FALSE
SNTB1,0.0871,0.1065,0.980687,0.972999,0.999392,NS,Concordant Up,FALSE
DYNLRB1,0.0319,0.1617,0.993785,0.844637,0.92786,NS,Concordant Up,TRUE
STIM1,-0.1111,0.0822,0.956849,0.984687,0.927118,NS,Discordant (CRE Down / PLA Up),TRUE
ADSL,-0.1877,0.0039,0.772332,0.999929,0.848566,NS,Discordant (CRE Down / PLA Up),FALSE
EIF1,0.0353,0.1556,0.996359,0.92724,0.96985,NS,Concordant Up,FALSE
PPIC,0.065,-0.1256,0.992275,0.977569,0.958686,NS,Discordant (CRE Up / PLA Down),TRUE
TBC1D4,-0.1584,-0.0319,0.894069,0.996791,0.959173,NS,Concordant Down,TRUE
H6PD,-0.1874,-0.0027,0.796742,0.99997,0.874212,NS,Concordant Down,FALSE
SRSF3,0.1291,0.061,0.926691,0.986871,0.987891,NS,Concordant Up,TRUE
MAPRE3,-0.0611,-0.1288,0.987763,0.949702,0.990307,NS,Concordant Down,TRUE
RPS18,-0.009,0.1802,0.99944,0.724777,0.788276,NS,Discordant (CRE Down / PLA Up),FALSE
PPP2R1A,0.0678,0.1214,0.972194,0.911697,0.988967,NS,Concordant Up,FALSE
JSRP1,-0.1676,-0.0215,0.919942,0.999019,0.962766,NS,Concordant Down,TRUE
RPL13A,0.1119,0.077,0.945573,0.977299,0.996831,NS,Concordant Up,FALSE
ACAA2,0.0772,-0.1114,0.963191,0.926174,0.843589,NS,Discordant (CRE Up / PLA Down),FALSE
NACA,-0.111,0.0776,0.937887,0.973371,0.878354,NS,Discordant (CRE Down / PLA Up),FALSE
MEMO1,-0.1795,-0.0091,0.909317,0.999832,0.950445,NS,Concordant Down,TRUE
PSMC5,-0.0436,0.1444,0.987301,0.849809,0.819018,NS,Discordant (CRE Down / PLA Up),FALSE
PSMC3,-0.1033,-0.0846,0.922248,0.95373,0.998587,NS,Concordant Down,FALSE
LGALSL,-0.1576,-0.0298,0.927164,0.998104,0.971453,NS,Concordant Down,TRUE
LGALS3BP,0.0092,0.1774,0.999843,0.939341,0.961214,NS,Concordant Up,TRUE
AGO2,-0.1254,0.0595,0.946376,0.990148,0.924147,NS,Discordant (CRE Down / PLA Up),TRUE
ATAD1,-0.0682,0.1167,0.984318,0.957679,0.920057,NS,Discordant (CRE Down / PLA Up),TRUE
GPLD1,0.0695,0.1154,0.993023,0.982441,0.998014,NS,Concordant Up,TRUE
GBE1,-0.0038,0.1809,0.999924,0.799103,0.853891,NS,Discordant (CRE Down / PLA Up),FALSE
USP24,-0.1741,0.0106,0.811887,0.999555,0.875378,NS,Discordant (CRE Down / PLA Up),TRUE
RPL22,0.043,0.1414,0.990535,0.892161,0.964992,NS,Concordant Up,FALSE
