pathway,pathway_label,database,NES_Cancer_vs_Healthy,NES_Training_CR,padj_Cancer_vs_Healthy,padj_Training_CR,significance,set_size
GOBP_REGULATION_OF_MRNA_PROCESSING,Regulation Of Mrna Processing,GO:BP,0.852,-0.735,0.8298,1,NS,31
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Ribonucleoside Monophosphate Biosynthetic Process,GO:BP,0.852,-0.734,0.8208,1,NS,17
GOBP_DICARBOXYLIC_ACID_TRANSPORT,Dicarboxylic Acid Transport,GO:BP,0.749,-0.836,0.9003,1,NS,12
WP_CIRCADIAN_RHYTHM_GENES,Wp Circadian Rhythm Genes,WikiPathways,-0.781,-0.804,0.9389,0.9877,NS,31
WP_FRAGILE_X_SYNDROME,Wp Fragile X Syndrome,WikiPathways,-0.745,0.84,0.9723,0.9679,NS,38
BIOCARTA_AT1R_PATHWAY,Biocarta At1r Pathway,BioCarta,0.941,0.643,0.9997,0.9749,NS,12
GOBP_GMP_BIOSYNTHETIC_PROCESS,Gmp Biosynthetic Process,GO:BP,0.978,-0.606,0.7071,1,NS,10
REACTOME_ENOS_ACTIVATION,Enos Activation,Reactome,0.803,0.781,0.8325,0.9974,NS,10
REACTOME_INTERFERON_SIGNALING,Interferon Signaling,Reactome,0.773,0.81,0.9505,0.9974,NS,77
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS,Nucleotide Sugar Metabolic Process,GO:BP,0.855,0.728,0.819,1,NS,16
GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,Estrogen Receptor Signaling Pathway,GO:BP,0.769,-0.814,0.8837,1,NS,14
BIOCARTA_FCER1_PATHWAY,Biocarta Fcer1 Pathway,BioCarta,-0.523,1.058,0.9997,0.9749,NS,11
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway,GO:BP,-0.907,0.674,0.7734,1,NS,12
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE,Positive Regulation Of Mitotic Cell Cycle,GO:BP,-0.868,0.712,0.8162,1,NS,19
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,Hematopoietic Progenitor Cell Differentiation,GO:BP,-0.828,0.75,0.8282,1,NS,11
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE,Protein Localization To Vacuole,GO:BP,0.873,-0.704,0.8094,1,NS,25
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,Regulation Of Muscle System Process,GO:BP,0.844,-0.733,0.863,1,NS,77
GOBP_RECOMBINATIONAL_REPAIR,Recombinational Repair,GO:BP,0.785,0.792,0.8771,1,NS,20
WP_CELL_CYCLE,Wp Cell Cycle,WikiPathways,1.121,0.456,0.5512,0.9941,NS,12
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,-0.915,0.659,0.7762,1,NS,22
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Positive Regulation Of Mitochondrial Membrane Permeability,GO:BP,-0.716,0.856,0.9337,1,NS,14
GOBP_MIRNA_METABOLIC_PROCESS,Mirna Metabolic Process,GO:BP,0.657,0.915,0.9591,1,NS,12
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,Endoplasmic Reticulum Organization,GO:BP,0.532,-1.04,0.9923,1,NS,31
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,Translation Of Sars Cov 2 Structural Proteins,Reactome,-0.658,0.914,0.9833,0.9974,NS,17
REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,Sars Cov 1 Activates Modulates Innate Immune Responses,Reactome,0.915,-0.656,0.7187,0.9974,NS,12
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,Canonical Wnt Signaling Pathway,GO:BP,0.944,0.627,0.7492,1,NS,30
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION,Maintenance Of Protein Location,GO:BP,0.795,0.774,0.8633,1,NS,17
GOBP_STEROL_BIOSYNTHETIC_PROCESS,Sterol Biosynthetic Process,GO:BP,-0.653,-0.916,0.9763,1,NS,22
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,0.835,-0.733,0.8471,1,NS,35
GOBP_PEPTIDYL_SERINE_MODIFICATION,Peptidyl Serine Modification,GO:BP,-1.05,0.517,0.6214,1,NS,10
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Development,GO:BP,0.688,-0.879,0.9618,1,NS,34
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,0.688,-0.879,0.9618,1,NS,34
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,Variant Mutation Caused Aberrant Sod1 To 26s Proteasome Mediated Protein Degradation,KEGG,-1.008,0.558,0.4696,0.9876,NS,34
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,Pid Angiopoietin Receptor Pathway,PID,0.878,0.688,0.7944,0.9596,NS,15
GOBP_REGULATION_OF_D_GLUCOSE_IMPORT,Regulation Of D Glucose Import,GO:BP,0.693,0.87,0.9416,1,NS,15
REACTOME_SELECTIVE_AUTOPHAGY,Selective Autophagy,Reactome,0.725,0.837,0.9718,0.9974,NS,44
GOBP_CALCINEURIN_MEDIATED_SIGNALING,Calcineurin Mediated Signaling,GO:BP,0.932,-0.629,0.7506,1,NS,13
GOBP_REGULATION_OF_MYELINATION,Regulation Of Myelination,GO:BP,0.788,-0.772,0.8633,1,NS,10
WP_CAMKK2_PATHWAY,Wp Camkk2 Pathway,WikiPathways,0.702,0.858,0.9661,0.9679,NS,22
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,Wp Thyroid Hormones Production And Peripheral Downstream Signaling Effects,WikiPathways,0.85,0.709,0.8263,0.9899,NS,13
GOBP_TRANSLATIONAL_ELONGATION,Translational Elongation,GO:BP,-0.86,0.698,0.8341,1,NS,26
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,Cardiac Chamber Development,GO:BP,0.823,0.734,0.8442,1,NS,20
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,Negative Regulation Of Wnt Signaling Pathway,GO:BP,0.868,-0.688,0.8094,1,NS,13
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,Cellular Response To Carbohydrate Stimulus,GO:BP,0.834,-0.72,0.8422,1,NS,26
GOBP_DNA_TEMPLATED_DNA_REPLICATION,DNA Templated Dna Replication,GO:BP,-1.023,-0.53,0.6522,1,NS,10
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Negative Regulation Of Protein Ubiquitination,GO:BP,0.927,0.626,0.7564,1,NS,22
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,Transcriptional Regulation By Runx1,Reactome,-0.98,-0.573,0.6389,0.9991,NS,45
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,Regulation Of Epithelial Cell Migration,GO:BP,0.93,0.622,0.7506,1,NS,11
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor Signaling Pathway,GO:BP,-1.005,0.546,0.6649,1,NS,40
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Regulation Of Response To Cytokine Stimulus,GO:BP,-0.695,0.856,0.9618,1,NS,24
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,Regulation Of Microtubule Based Process,GO:BP,-0.794,-0.756,0.9396,1,NS,55
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Positive Regulation Of Cell Cycle Process,GO:BP,0.633,0.917,0.9773,1,NS,29
GOBP_ASSOCIATIVE_LEARNING,Associative Learning,GO:BP,-0.989,-0.56,0.6848,1,NS,10
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Establishment Of Protein Localization To Membrane,GO:BP,0.684,0.863,0.9782,1,NS,69
GOBP_MAMMARY_GLAND_DEVELOPMENT,Mammary Gland Development,GO:BP,0.729,0.817,0.9246,1,NS,17
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,-0.925,0.618,0.8223,1,NS,114
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,0.798,0.745,0.8672,1,NS,22
PID_CERAMIDE_PATHWAY,Pid Ceramide Pathway,PID,-0.715,-0.827,0.9208,0.9596,NS,16
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,Cellular Response To Osmotic Stress,GO:BP,0.511,1.028,0.9923,1,NS,20
GOBP_BLASTOCYST_DEVELOPMENT,Blastocyst Development,GO:BP,-0.938,0.6,0.7389,1,NS,15
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Negative Regulation Of Cellular Response To Insulin Stimulus,GO:BP,-0.915,-0.621,0.7639,1,NS,12
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Non Canonical Nf Kappab Signal Transduction,GO:BP,0.774,-0.761,0.8837,1,NS,19
WP_IL3_SIGNALING,Wp Il3 Signaling,WikiPathways,0.756,0.779,0.9101,0.9711,NS,14
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Negative Regulation Of Canonical Wnt Signaling Pathway,GO:BP,0.906,-0.628,0.7782,1,NS,11
BIOCARTA_ERAD_PATHWAY,Biocarta Erad Pathway,BioCarta,0.562,0.97,0.9997,0.9749,NS,10
GOBP_REGULATION_OF_FAT_CELL_DIFFERENTIATION,Regulation Of Fat Cell Differentiation,GO:BP,0.962,0.57,0.7203,1,NS,11
REACTOME_AUTOPHAGY,Autophagy,Reactome,0.689,0.843,0.995,0.9974,NS,64
WP_ONCOSTATIN_M_SIGNALING,Wp Oncostatin M Signaling,WikiPathways,-0.738,0.794,0.9557,0.9711,NS,19
WP_IL4_SIGNALING,Wp Il4 Signaling,WikiPathways,0.572,0.959,0.9965,0.9429,NS,11
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,Establishment Of Protein Localization To Vacuole,GO:BP,0.818,-0.712,0.8442,1,NS,17
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT,Regulation Of Early Endosome To Late Endosome Transport,GO:BP,0.84,0.689,0.8248,1,NS,11
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Muscle Tissue Development,GO:BP,0.634,0.895,0.9923,1,NS,100
GOBP_DE_NOVO_PROTEIN_FOLDING,De Novo Protein Folding,GO:BP,0.989,-0.538,0.6968,1,NS,17
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY,Nuclear Transcribed Mrna Catabolic Process Deadenylation Dependent Decay,GO:BP,-0.507,1.019,0.9923,1,NS,12
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,Cardiac Chamber Morphogenesis,GO:BP,0.842,-0.682,0.8275,1,NS,13
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Regulation Of Canonical Wnt Signaling Pathway,GO:BP,0.866,0.657,0.8208,1,NS,28
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Negative Regulation Of Hydrolase Activity,GO:BP,-0.714,0.809,0.9355,1,NS,15
WP_GNAQ_PATHWAYS_IN_PORTWINE_STAIN,Wp Gnaq Pathways In Portwine Stain,WikiPathways,0.811,0.712,0.8598,0.9899,NS,12
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,Transcriptional Activation Of Mitochondrial Biogenesis,Reactome,-0.827,0.696,0.8151,0.9974,NS,12
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,Downstream Signaling Events Of B Cell Receptor Bcr,Reactome,-0.816,-0.705,0.9032,0.9974,NS,42
GOBP_HIPPOCAMPUS_DEVELOPMENT,Hippocampus Development,GO:BP,0.87,-0.646,0.8069,1,NS,12
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Pyridine Containing Compound Catabolic Process,GO:BP,0.65,0.864,0.9828,1,NS,43
GOBP_MITOTIC_SPINDLE_ASSEMBLY,Mitotic Spindle Assembly,GO:BP,0.786,-0.727,0.8719,1,NS,18
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS,Nucleotide Sugar Biosynthetic Process,GO:BP,0.532,0.981,0.9923,1,NS,13
GOBP_SPINDLE_ASSEMBLY,Spindle Assembly,GO:BP,-0.694,0.818,0.9627,1,NS,27
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,Nucleotide Binding Domain Leucine Rich Repeat Containing Receptor Nlr Signaling Pathways,Reactome,-0.528,-0.982,0.9982,0.9839,NS,12
PID_TELOMERASE_PATHWAY,Pid Telomerase Pathway,PID,0.691,0.819,0.9208,0.9596,NS,13
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Positive Regulation Of Establishment Of Protein Localization To Mitochondrion,GO:BP,-0.817,0.691,0.8471,1,NS,15
PID_IL12_2PATHWAY,Pid Il12 2pathway,PID,0.686,-0.821,0.9208,0.9596,NS,14
REACTOME_SIGNALING_BY_WNT,Signaling By Wnt,Reactome,0.756,0.749,0.9685,0.9974,NS,77
GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Negative Regulation Of Small Molecule Metabolic Process,GO:BP,0.825,-0.677,0.8567,1,NS,29
GOBP_ERAD_PATHWAY,Erad Pathway,GO:BP,-0.747,0.755,0.9376,1,NS,28
GOBP_CELLULAR_RESPONSE_TO_HEAT,Cellular Response To Heat,GO:BP,-0.711,-0.788,0.9511,1,NS,21
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS,Membrane Lipid Biosynthetic Process,GO:BP,-0.676,0.82,0.95,1,NS,11
GOBP_CELL_MATURATION,Cell Maturation,GO:BP,0.869,0.626,0.8069,1,NS,15
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS,Membrane Protein Proteolysis,GO:BP,0.774,0.716,0.8773,1,NS,14
PID_ERBB2_ERBB3_PATHWAY,Pid Erbb2 Erbb3 Pathway,PID,0.465,1.025,0.9926,0.9596,NS,15
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY,Regulation Of Mitotic Spindle Assembly,GO:BP,0.826,0.662,0.8316,1,NS,11
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,Positive Regulation Of Membrane Permeability,GO:BP,-0.683,0.804,0.9511,1,NS,15
WP_IL5_SIGNALING,Wp Il5 Signaling,WikiPathways,-0.665,0.822,0.9819,0.9679,NS,16
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,0.707,0.777,0.9445,1,NS,26
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,0.664,0.819,0.9762,1,NS,39
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS,Positive Regulation Of Gliogenesis,GO:BP,-0.782,-0.7,0.863,1,NS,10
REACTOME_PROGRAMMED_CELL_DEATH,Programmed Cell Death,Reactome,0.626,0.853,0.9982,0.9974,NS,89
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,Wp Parkinubiquitin Proteasomal System Pathway,WikiPathways,0.875,-0.604,0.8284,0.9941,NS,43
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,Regulation Of Calcineurin Mediated Signaling,GO:BP,0.783,0.693,0.8718,1,NS,12
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Class I Mhc Mediated Antigen Processing Presentation,Reactome,-0.679,-0.797,0.9982,0.9974,NS,107
WP_P53_TRANSCRIPTIONAL_GENE_NETWORK,Wp p53 Transcriptional Gene Network,WikiPathways,0.807,-0.668,0.861,0.9941,NS,14
GOBP_RESPONSE_TO_STARVATION,Response To Starvation,GO:BP,0.798,0.676,0.8866,1,NS,46
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,Wp Embryonic Stem Cell Pluripotency Pathways,WikiPathways,-0.631,0.843,0.9965,0.9679,NS,16
GOBP_REGULATION_OF_CELLULAR_RESPIRATION,Regulation Of Cellular Respiration,GO:BP,0.704,-0.769,0.9351,1,NS,15
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Regulation Of Carbohydrate Metabolic Process,GO:BP,0.689,0.783,0.9639,1,NS,42
PID_MAPK_TRK_PATHWAY,Pid Mapk Trk Pathway,PID,0.584,0.888,0.9804,0.9596,NS,13
REACTOME_PROTEASOME_ASSEMBLY,Proteasome Assembly,Reactome,-0.784,0.686,0.9308,0.9974,NS,37
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Positive Regulation Of Protein Import Into Nucleus,GO:BP,-0.831,0.638,0.8275,1,NS,11
GOBP_CHROMOSOME_LOCALIZATION,Chromosome Localization,GO:BP,0.551,0.917,0.9923,1,NS,28
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE,Positive Regulation Of Cell Cycle,GO:BP,0.735,0.732,0.9416,1,NS,40
GOBP_RESPONSE_TO_OSMOTIC_STRESS,Response To Osmotic Stress,GO:BP,0.51,0.955,0.9923,1,NS,23
WP_TARGET_OF_RAPAMYCIN_SIGNALING,Wp Target Of Rapamycin Signaling,WikiPathways,0.448,-1.016,0.9965,0.9352,NS,11
REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION,Resolution Of Sister Chromatid Cohesion,Reactome,0.719,0.739,0.9685,0.9974,NS,32
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,Intermediate Filament Organization,GO:BP,0.758,0.698,0.8875,1,NS,10
WP_LEPTIN_SIGNALING,Wp Leptin Signaling,WikiPathways,-0.616,-0.84,0.9965,0.9679,NS,29
GOBP_ENERGY_HOMEOSTASIS,Energy Homeostasis,GO:BP,0.903,-0.552,0.7793,1,NS,10
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING,Wp Brainderived Neurotrophic Factor Bdnf Signaling,WikiPathways,-0.775,0.679,0.9576,0.9941,NS,44
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,0.759,0.695,0.9355,1,NS,61
GOBP_RESPONSE_TO_CAMP,Response To Camp,GO:BP,0.767,0.686,0.8918,1,NS,20
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,Regulation Of Double Strand Break Repair Via Homologous Recombination,GO:BP,0.737,0.712,0.9134,1,NS,12
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,0.698,0.75,0.9396,1,NS,19
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE,Cellular Hyperosmotic Response,GO:BP,0.679,0.768,0.9452,1,NS,10
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,Estrogen Dependent Gene Expression,Reactome,0.567,-0.88,0.9982,0.9974,NS,12
GOBP_RRNA_PROCESSING,Rrna Processing,GO:BP,0.555,0.891,0.9923,1,NS,33
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,Cellular Response To Heat Stress,Reactome,-0.637,0.809,0.9982,0.9974,NS,39
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,Regulation Of Chromosome Segregation,GO:BP,-0.918,0.524,0.7506,1,NS,10
GOBP_DENDRITIC_SPINE_DEVELOPMENT,Dendritic Spine Development,GO:BP,0.794,0.647,0.8642,1,NS,13
GOBP_NEGATIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Negative Regulation Of Post Translational Protein Modification,GO:BP,0.834,0.607,0.8425,1,NS,26
GOBP_CELLULAR_RESPONSE_TO_ACID_CHEMICAL,Cellular Response To Acid Chemical,GO:BP,0.731,0.71,0.9258,1,NS,21
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors,GO:BP,0.861,-0.579,0.8106,1,NS,14
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Pattern Recognition Receptor Signaling Pathway,GO:BP,0.772,0.667,0.9129,1,NS,41
REACTOME_PROTEIN_UBIQUITINATION,Protein Ubiquitination,Reactome,-0.597,-0.841,0.9982,0.9974,NS,23
GOBP_DNA_REPLICATION,DNA Replication,GO:BP,0.583,0.854,0.9892,1,NS,26
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,Regulation Of Regulated Secretory Pathway,GO:BP,0.819,-0.616,0.8418,1,NS,10
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY,Ribosomal Small Subunit Assembly,GO:BP,0.657,0.775,0.9567,1,NS,10
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,The Role Of Gtse1 In G2 M Progression After G2 Checkpoint,Reactome,-0.658,-0.774,0.9982,0.9974,NS,43
GOBP_LYMPHOCYTE_HOMEOSTASIS,Lymphocyte Homeostasis,GO:BP,0.551,-0.88,0.9901,1,NS,11
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Positive Regulation Of Nucleocytoplasmic Transport,GO:BP,-0.663,-0.764,0.9651,1,NS,18
GOBP_INTERFERON_BETA_PRODUCTION,Interferon Beta Production,GO:BP,-0.861,0.559,0.8075,1,NS,12
BIOCARTA_FMLP_PATHWAY,Biocarta Fmlp Pathway,BioCarta,-0.678,0.737,0.9997,0.9749,NS,15
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway,GO:BP,0.769,-0.645,0.884,1,NS,18
GOBP_GASTRULATION,Gastrulation,GO:BP,0.887,-0.526,0.7961,1,NS,20
GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS,Regulation Of Carbohydrate Catabolic Process,GO:BP,-0.607,-0.806,0.9887,1,NS,20
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,Regulation Of Muscle Organ Development,GO:BP,-0.83,0.581,0.8275,1,NS,11
WP_PROTEASOME_DEGRADATION,Wp Proteasome Degradation,WikiPathways,-0.638,0.773,0.9965,0.9899,NS,46
REACTOME_G2_M_CHECKPOINTS,G2 M Checkpoints,Reactome,-0.769,0.641,0.9685,0.9974,NS,44
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,Sars Cov 2 Activates Modulates Innate And Adaptive Immune Responses,Reactome,0.677,0.733,0.9815,0.9974,NS,24
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS,Negative Regulation Of Viral Process,GO:BP,0.631,-0.775,0.9645,1,NS,10
GOBP_RRNA_METABOLIC_PROCESS,Rrna Metabolic Process,GO:BP,0.543,0.861,0.9923,1,NS,38
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,Intrinsic Pathway For Apoptosis,Reactome,0.551,0.852,0.9982,0.9974,NS,23
BIOCARTA_PYK2_PATHWAY,Biocarta Pyk2 Pathway,BioCarta,-0.682,0.718,0.9997,0.9749,NS,14
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,Ubiquitin Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway,GO:BP,-0.902,-0.495,0.7817,1,NS,18
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,Positive Regulation Of Wnt Signaling Pathway,GO:BP,-0.74,-0.655,0.929,1,NS,19
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Positive Regulation Of Protein Localization To Nucleus,GO:BP,0.605,0.79,0.9887,1,NS,29
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,Endosomal Sorting Complex Required For Transport Escrt,Reactome,-0.892,-0.5,0.7485,0.9991,NS,17
GOBP_REGULATION_OF_AUTOPHAGY,Regulation Of Autophagy,GO:BP,0.724,-0.666,0.9651,1,NS,96
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Establishment Of Protein Localization To Endoplasmic Reticulum,GO:BP,-0.622,0.766,0.9699,1,NS,11
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,Wp Egfr Tyrosine Kinase Inhibitor Resistance,WikiPathways,0.574,0.813,0.9965,0.9679,NS,19
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,Mitotic Sister Chromatid Segregation,GO:BP,0.526,0.859,0.9923,1,NS,32
GOBP_DE_NOVO_POST_TRANSLATIONAL_PROTEIN_FOLDING,De Novo Post Translational Protein Folding,GO:BP,0.846,0.538,0.8226,1,NS,15
GOBP_NUCLEOTIDE_EXCISION_REPAIR,Nucleotide Excision Repair,GO:BP,0.506,-0.874,0.9923,1,NS,10
GOBP_VESICLE_COATING,Vesicle Coating,GO:BP,-0.714,0.663,0.9229,1,NS,10
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI,Vesicle Targeting To From Or Within Golgi,GO:BP,-0.714,0.663,0.9229,1,NS,10
PID_P75_NTR_PATHWAY,Pid P75 Ntr Pathway,PID,0.683,0.694,0.9208,0.9596,NS,12
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,Intracellular Glucose Homeostasis,GO:BP,0.801,0.575,0.8703,1,NS,27
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Signal Transduction By p53 Class Mediator,GO:BP,0.657,0.718,0.9721,1,NS,34
REACTOME_CHROMOSOME_MAINTENANCE,Chromosome Maintenance,Reactome,-0.804,-0.569,0.8325,0.9974,NS,11
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY,Wp Methionine De Novo And Salvage Pathway,WikiPathways,-0.692,0.681,0.9687,0.9941,NS,15
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Positive Regulation Of Canonical Wnt Signaling Pathway,GO:BP,0.683,0.689,0.9457,1,NS,15
WP_IL11_SIGNALING,Wp Il11 Signaling,WikiPathways,0.55,0.822,0.9965,0.9679,NS,14
REACTOME_MITOTIC_G2_G2_M_PHASES,Mitotic G2 G2 M Phases,Reactome,-0.66,0.711,0.9982,0.9974,NS,70
GOBP_SISTER_CHROMATID_SEGREGATION,Sister Chromatid Segregation,GO:BP,0.594,0.77,0.9913,1,NS,34
