replicate,r_boot
960,-0.31433027233101335
961,-0.3967532323855386
962,-0.43033142748072156
963,-0.3485947191356662
964,-0.3015556047276698
965,-0.3551574904297787
966,-0.32664103829304364
967,-0.35082903124611375
968,-0.36399024084067083
969,-0.3592700359486502
970,-0.3379229245484874
971,-0.3519973232647584
972,-0.343603077356124
973,-0.356077040846896
974,-0.4141821561329539
975,-0.34303809268467006
976,-0.33596359613441984
977,-0.3447918534073308
978,-0.31447100819758717
979,-0.3797329142609334
980,-0.37843925803820205
981,-0.3645830936961593
982,-0.36405819039010245
983,-0.29219234685723733
984,-0.35601300361971205
985,-0.3457272507144668
986,-0.3695608003649275
987,-0.28987765148392786
988,-0.3109195292960621
989,-0.39340628724845733
990,-0.34212428504796966
991,-0.37450535598802015
992,-0.33484158510666023
993,-0.32745872132187775
994,-0.3636808704845053
995,-0.35198038834562007
996,-0.3189420161846075
997,-0.3258557914556262
998,-0.3827215092278219
999,-0.32060774673413234
1000,-0.3394962315356799
