pathway,pathway_label,database,NES_Training_CRE,NES_Training_PLA,padj_Training_CRE,padj_Training_PLA,significance,set_size
PID_P73PATHWAY,Pid P73pathway,PID,-1.021,0.658,0.6497,0.9646,NS,15
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Positive Regulation Of Reactive Oxygen Species Metabolic Process,GO:BP,0.735,-0.943,0.96,0.8019,NS,22
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,TGF Beta Receptor Signaling Activates Smads,Reactome,0.692,0.986,0.9929,0.659,NS,14
WP_CAMKK2_PATHWAY,Wp Camkk2 Pathway,WikiPathways,-0.48,1.197,1,0.5537,NS,22
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT,Peripheral Nervous System Axon Ensheathment,GO:BP,0.883,-0.793,0.8585,0.9122,NS,12
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,Peptidyl Amino Acid Modification,GO:BP,0.865,0.811,0.911,0.9357,NS,59
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO:BP,0.686,0.99,0.9997,0.7564,NS,54
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,-0.964,0.712,0.7273,0.9048,NS,35
REACTOME_SIGNALING_BY_NOTCH,Signaling By Notch,Reactome,0.631,1.045,1,0.6102,NS,48
REACTOME_DEGRADATION_OF_DVL,Degradation Of Dvl,Reactome,-0.692,0.983,1,0.6665,NS,32
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,Positive Regulation Of T Cell Proliferation,GO:BP,1.02,0.654,0.7495,0.976,NS,17
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Positive Regulation Of Carbohydrate Metabolic Process,GO:BP,0.968,0.706,0.7908,0.9631,NS,19
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress,GO:BP,-0.701,-0.973,0.9827,0.7738,NS,23
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,Transcription Initiation At RNA Polymerase Ii Promoter,GO:BP,0.624,1.05,0.9953,0.7012,NS,13
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION,Respiratory Syncytial Virus Rsv Genome Replication Transcription And Translation,Reactome,0.971,0.702,0.8385,0.8946,NS,11
WP_IL4_SIGNALING,Wp Il4 Signaling,WikiPathways,0.839,0.834,0.9176,0.8433,NS,11
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,Cellular Response To Corticosteroid Stimulus,GO:BP,0.554,-1.118,1,0.6266,NS,17
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Regulation Of DNA Binding Transcription Factor Activity,GO:BP,0.814,-0.856,0.931,0.8889,NS,30
GOBP_POSITIVE_REGULATION_OF_BINDING,Positive Regulation Of Binding,GO:BP,-0.71,-0.96,0.9703,0.7821,NS,19
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,-0.618,-1.052,0.9997,0.6929,NS,23
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,Fceri Mediated Ca 2 Mobilization,Reactome,-0.761,-0.909,0.9726,0.723,NS,14
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,Cellular Response To Steroid Hormone Stimulus,GO:BP,-0.602,-1.067,1,0.6536,NS,44
REACTOME_PROTEASOME_ASSEMBLY,Proteasome Assembly,Reactome,-0.752,0.917,0.9929,0.7282,NS,37
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,Deadenylation Dependent Mrna Decay,Reactome,-1.132,-0.536,0.6577,0.9914,NS,14
GOBP_LYTIC_VACUOLE_ORGANIZATION,Lytic Vacuole Organization,GO:BP,0.823,-0.844,0.9174,0.8884,NS,25
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,Epithelial Cell Apoptotic Process,GO:BP,1.097,-0.569,0.6837,0.9957,NS,15
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION,Regulation Of Vacuole Organization,GO:BP,0.877,-0.789,0.8585,0.9118,NS,11
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,Cardiac Muscle Cell Differentiation,GO:BP,0.997,0.668,0.7608,0.981,NS,30
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,Regulation Of Epithelial To Mesenchymal Transition,GO:BP,0.944,-0.721,0.8164,0.9469,NS,10
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Ubiquitin Dependent Protein Catabolic Process,GO:BP,-0.822,0.843,0.944,0.9118,NS,50
GOBP_REGULATION_OF_MYELINATION,Regulation Of Myelination,GO:BP,-0.9,-0.763,0.8482,0.9205,NS,10
PID_CXCR3_PATHWAY,Pid Cxcr3 Pathway,PID,0.879,-0.783,0.7529,0.9137,NS,16
GOBP_LIMBIC_SYSTEM_DEVELOPMENT,Limbic System Development,GO:BP,0.766,-0.895,0.944,0.8389,NS,15
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,Negative Regulation Of Phosphorus Metabolic Process,GO:BP,0.982,0.678,0.7834,0.9883,NS,50
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,Transport Of Mature Transcript To Cytoplasm,Reactome,-0.922,-0.738,0.8737,0.8811,NS,14
PID_TGFBR_PATHWAY,Pid Tgfbr Pathway,PID,-0.782,0.877,0.8389,0.8889,NS,15
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Positive Regulation Of Blood Vessel Endothelial Cell Migration,GO:BP,0.966,-0.691,0.7908,0.9596,NS,10
GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,Regulation Of Glycogen Metabolic Process,GO:BP,0.925,0.731,0.8284,0.94,NS,10
WP_COMPLEMENT_AND_COAGULATION_CASCADES,Wp Complement And Coagulation Cascades,WikiPathways,1.093,-0.563,0.6798,0.985,NS,24
WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES,Wp Dengue2 Interactions With Complement And Coagulation Cascades,WikiPathways,1.093,-0.563,0.6798,0.985,NS,24
GOBP_PEPTIDE_METABOLIC_PROCESS,Peptide Metabolic Process,GO:BP,0.853,-0.802,0.8924,0.9205,NS,24
WP_GNAQ_PATHWAYS_IN_PORTWINE_STAIN,Wp Gnaq Pathways In Portwine Stain,WikiPathways,0.787,-0.867,0.9359,0.8128,NS,12
GOBP_SINGLE_FERTILIZATION,Single Fertilization,GO:BP,0.923,0.73,0.8389,0.9614,NS,28
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,Regulation Of Dendrite Development,GO:BP,0.691,-0.96,0.9806,0.7802,NS,15
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Oxidative Stress Induced Intrinsic Apoptotic Signaling Pathway,GO:BP,0.77,0.88,0.9383,0.8522,NS,12
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Positive Regulation Of Protein Modification Process,GO:BP,0.804,-0.845,0.959,0.9228,NS,73
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway,GO:BP,-0.539,-1.11,1,0.6324,NS,18
WP_LEPTIN_SIGNALING,Wp Leptin Signaling,WikiPathways,-0.97,0.678,0.8131,0.9557,NS,29
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,Signaling By The B Cell Receptor Bcr,Reactome,-0.947,-0.701,0.8759,0.9723,NS,55
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT,Golgi To Plasma Membrane Protein Transport,GO:BP,-0.717,0.93,0.959,0.8094,NS,13
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,Pyrimidine Nucleotide Metabolic Process,GO:BP,0.71,-0.937,0.9593,0.7962,NS,12
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,G2 M DNA Damage Checkpoint,Reactome,-0.849,-0.797,0.9418,0.8309,NS,13
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Negative Regulation Of Protein Ubiquitination,GO:BP,1.179,0.466,0.6008,0.9995,NS,22
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO:BP,-0.812,-0.832,0.9451,0.9211,NS,51
PID_IGF1_PATHWAY,Pid Igf1 Pathway,PID,-0.804,-0.84,0.8105,0.8889,NS,12
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,Transcriptional Regulation By Runx3,Reactome,-0.75,0.894,0.9929,0.7505,NS,34
PID_IL12_2PATHWAY,Pid Il12 2pathway,PID,0.734,-0.908,0.8897,0.8756,NS,14
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION,Wp Arsenic Metabolism And Reactive Oxygen Species Generation,WikiPathways,-0.967,-0.673,0.8131,0.9362,NS,10
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,Positive Regulation Of DNA Recombination,GO:BP,-1.029,0.61,0.7435,0.9848,NS,11
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,Inorganic Anion Transmembrane Transport,GO:BP,-1.015,0.623,0.7495,0.981,NS,11
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Cytoplasmic Pattern Recognition Receptor Signaling Pathway,GO:BP,-0.736,0.902,0.9826,0.8432,NS,34
GOBP_CELLULAR_RESPONSE_TO_GLUCOCORTICOID_STIMULUS,Cellular Response To Glucocorticoid Stimulus,GO:BP,0.492,-1.146,1,0.5878,NS,14
GOBP_CHLORIDE_TRANSPORT,Chloride Transport,GO:BP,-1.037,-0.6,0.7339,0.9848,NS,11
REACTOME_ABC_TRANSPORTER_DISORDERS,Abc Transporter Disorders,Reactome,-0.694,0.943,1,0.7169,NS,33
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,Defective Cftr Causes Cystic Fibrosis,Reactome,-0.694,0.943,1,0.7169,NS,33
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,Negative Regulation Of Wnt Signaling Pathway,GO:BP,-0.973,0.662,0.7844,0.9704,NS,14
REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY,Regulation Of T Cell Activation By Cd28 Family,Reactome,0.381,1.254,1,0.439,NS,16
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,Negative Regulation Of Cytokine Production,GO:BP,1.035,-0.599,0.7303,0.9992,NS,40
GOBP_DNA_TEMPLATED_DNA_REPLICATION,DNA Templated Dna Replication,GO:BP,-0.937,0.697,0.8208,0.958,NS,10
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Inflammatory Response To Antigenic Stimulus,GO:BP,-0.547,-1.086,1,0.6624,NS,13
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,Amino Acids Regulate mTORC1,Reactome,-0.98,-0.653,0.8329,0.943,NS,15
REACTOME_MTOR_SIGNALLING,Mtor Signalling,Reactome,-0.758,0.875,0.9759,0.759,NS,22
REACTOME_TRIGLYCERIDE_METABOLISM,Triglyceride Metabolism,Reactome,0.756,-0.876,0.9726,0.7433,NS,15
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,0.947,-0.684,0.8208,0.9848,NS,37
REACTOME_METABOLISM_OF_NUCLEOTIDES,Metabolism Of Nucleotides,Reactome,-0.971,0.659,0.8385,0.9723,NS,41
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,Cell Cell Adhesion Via Plasma Membrane Adhesion Molecules,GO:BP,-0.725,0.904,0.9522,0.8309,NS,12
GOBP_GOLGI_ORGANIZATION,Golgi Organization,GO:BP,-0.857,-0.771,0.9116,0.9473,NS,34
GOBP_MAINTENANCE_OF_CELL_NUMBER,Maintenance Of Cell Number,GO:BP,-0.728,-0.9,0.9502,0.8289,NS,11
GOBP_RESPONSE_TO_CALCIUM_ION,Response To Calcium Ion,GO:BP,0.789,-0.838,0.9443,0.9139,NS,40
REACTOME_SIGNALING_BY_NOTCH4,Signaling By Notch4,Reactome,0.471,1.153,1,0.4989,NS,36
GOBP_CARDIAC_CELL_DEVELOPMENT,Cardiac Cell Development,GO:BP,0.815,0.807,0.9248,0.9185,NS,26
REACTOME_HH_MUTANTS_ABROGATE_LIGAND_SECRETION,Hh Mutants Abrogate Ligand Secretion,Reactome,-0.673,0.947,1,0.7126,NS,32
WP_FATTY_ACID_BIOSYNTHESIS,Wp Fatty Acid Biosynthesis,WikiPathways,-0.531,-1.089,1,0.6322,NS,18
GOBP_DISRUPTION_OF_ANATOMICAL_STRUCTURE_IN_ANOTHER_ORGANISM,Disruption Of Anatomical Structure In Another Organism,GO:BP,-0.967,0.651,0.7908,0.9779,NS,19
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteasomal Protein Catabolic Process,GO:BP,-0.702,-0.913,0.9937,0.8398,NS,35
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Positive Regulation Of Transferase Activity,GO:BP,0.636,-0.978,0.9997,0.7702,NS,27
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,Regulation Of Cholesterol Metabolic Process,GO:BP,-0.759,0.854,0.944,0.8736,NS,14
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS,Runx1 Regulates Transcription Of Genes Involved In Differentiation Of Hscs,Reactome,-0.735,0.878,0.9929,0.7688,NS,35
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,-1.018,0.594,0.7495,0.9968,NS,36
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Positive Regulation Of Leukocyte Proliferation,GO:BP,0.893,-0.719,0.8585,0.9631,NS,24
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,Transcriptional Regulation By Runx1,Reactome,-0.795,0.816,0.9759,0.8559,NS,45
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY,Cardiac Myofibril Assembly,GO:BP,0.814,0.796,0.9116,0.9118,NS,10
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,Disorders Of Transmembrane Transporters,Reactome,-0.544,1.063,1,0.5857,NS,40
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,Regulation Of Runx2 Expression And Activity,Reactome,-0.648,0.959,1,0.6922,NS,37
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,Regulation Of Double Strand Break Repair Via Homologous Recombination,GO:BP,1.033,0.573,0.7495,0.9936,NS,12
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Cellular Response To Reactive Oxygen Species,GO:BP,0.537,-1.069,1,0.6575,NS,39
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,Cellular Response To Carbohydrate Stimulus,GO:BP,-0.968,0.637,0.7925,0.9869,NS,29
GOBP_SENSORY_ORGAN_MORPHOGENESIS,Sensory Organ Morphogenesis,GO:BP,-0.919,0.686,0.8399,0.9706,NS,22
GOBP_REGULATION_OF_PROTEIN_SECRETION,Regulation Of Protein Secretion,GO:BP,-0.901,0.703,0.878,0.9848,NS,52
GOBP_SPINDLE_ORGANIZATION,Spindle Organization,GO:BP,0.797,-0.807,0.9443,0.9347,NS,50
HALLMARK_MTORC1_SIGNALING,mTORC1 Signaling,Hallmark,0.78,-0.824,0.9752,0.8965,NS,101
WP_FAMILIAL_PARTIAL_LIPODYSTROPHY,Wp Familial Partial Lipodystrophy,WikiPathways,0.656,-0.947,0.96,0.7327,NS,11
GOBP_SPINDLE_ASSEMBLY,Spindle Assembly,GO:BP,0.793,0.809,0.9383,0.9185,NS,28
GOBP_MAINTENANCE_OF_LOCATION,Maintenance Of Location,GO:BP,0.895,0.707,0.878,0.9848,NS,60
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,Regulation Of Protein Ubiquitination,GO:BP,-0.876,-0.726,0.9013,0.9779,NS,50
GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,Negative Regulation Of Neuron Projection Development,GO:BP,0.917,-0.68,0.8399,0.9664,NS,14
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,GO:BP,0.866,-0.729,0.8837,0.9596,NS,21
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway,GO:BP,-0.576,-1.018,1,0.7273,NS,15
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,Reference Glycolysis,KEGG,0.644,0.947,0.9924,0.6932,NS,16
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Positive Regulation Of Microtubule Polymerization Or Depolymerization,GO:BP,-0.558,1.031,1,0.7199,NS,14
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,-0.841,-0.746,0.9248,0.9648,NS,39
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,Golgi To Plasma Membrane Transport,GO:BP,0.575,1.011,1,0.7437,NS,16
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,Transcriptional Activation Of Mitochondrial Biogenesis,Reactome,-0.746,0.84,0.9726,0.781,NS,12
GOBP_RECOMBINATIONAL_REPAIR,Recombinational Repair,GO:BP,1.127,0.458,0.6515,0.9995,NS,20
GOBP_DE_NOVO_PROTEIN_FOLDING,De Novo Protein Folding,GO:BP,0.917,-0.668,0.8399,0.976,NS,18
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,Sulfur Compound Catabolic Process,GO:BP,0.749,-0.836,0.9443,0.881,NS,14
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,Regulation Of Canonical Wnt Signaling Pathway,GO:BP,-1.024,0.56,0.7474,0.9992,NS,29
GOBP_MEMORY,Memory,GO:BP,0.928,-0.656,0.8292,0.9704,NS,12
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,Signal Transduction By p53 Class Mediator,GO:BP,-0.9,0.68,0.8674,0.9836,NS,37
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,Regulation Of Ketone Metabolic Process,GO:BP,-0.56,-1.02,1,0.7199,NS,30
GOBP_EAR_MORPHOGENESIS,Ear Morphogenesis,GO:BP,0.714,0.865,0.9581,0.8568,NS,10
WP_PDGF_PATHWAY,Wp Pdgf Pathway,WikiPathways,-0.911,0.667,0.8541,0.9422,NS,14
GOBP_CALCINEURIN_MEDIATED_SIGNALING,Calcineurin Mediated Signaling,GO:BP,1.02,0.557,0.7495,0.9957,NS,13
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Negative Regulation Of Canonical Nf Kappab Signal Transduction,GO:BP,0.751,0.825,0.9443,0.8916,NS,13
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,Cellular Response To Heat Stress,Reactome,0.862,0.712,0.9576,0.9419,NS,40
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,Protein Localization To Cell Junction,GO:BP,0.951,0.621,0.8148,0.985,NS,21
GOBP_LIPID_DROPLET_ORGANIZATION,Lipid Droplet Organization,GO:BP,0.812,0.76,0.913,0.9247,NS,11
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,-0.823,0.749,0.947,0.9723,NS,67
WP_PROTEASOME_DEGRADATION,Wp Proteasome Degradation,WikiPathways,-0.56,1.011,1,0.6883,NS,46
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFa Signaling Via Nfkb,Hallmark,-0.617,0.953,0.9752,0.6805,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process,GO:BP,-0.625,-0.943,1,0.8094,NS,40
WP_IL6_SIGNALING,Wp IL6 Signaling,WikiPathways,0.799,0.768,0.9359,0.8893,NS,14
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,Transcriptional Regulation By Mecp2,Reactome,0.675,0.891,0.9929,0.7338,NS,11
GOBP_REGULATION_OF_PROTEIN_STABILITY,Regulation Of Protein Stability,GO:BP,0.947,-0.618,0.8337,0.9995,NS,103
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,Positive Regulation Of Cell Division,GO:BP,0.845,-0.718,0.8924,0.9528,NS,14
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,0.847,0.713,0.8951,0.9596,NS,19
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,Calcium Ion Regulated Exocytosis,GO:BP,-0.794,-0.763,0.922,0.9205,NS,10
GOBP_ANATOMICAL_STRUCTURE_MATURATION,Anatomical Structure Maturation,GO:BP,0.834,-0.72,0.9116,0.9663,NS,25
GOBP_MIRNA_METABOLIC_PROCESS,Mirna Metabolic Process,GO:BP,-0.884,-0.669,0.8585,0.9664,NS,12
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-0.526,1.027,1,0.7126,NS,35
PID_MET_PATHWAY,Pid Met Pathway,PID,-0.761,0.792,0.8906,0.9137,NS,30
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,Signal Transduction By L1,Reactome,-0.837,-0.716,0.9468,0.891,NS,10
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,-0.819,0.733,0.9181,0.9528,NS,22
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Protein Catabolic Process,GO:BP,-0.869,-0.682,0.9248,0.9957,NS,74
GOBP_RESPONSE_TO_OXYGEN_LEVELS,Response To Oxygen Levels,GO:BP,0.911,-0.639,0.874,0.9995,NS,82
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,Mapk Family Signaling Cascades,Reactome,0.569,0.981,1,0.6743,NS,89
GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT,Regulation Of Muscle Organ Development,GO:BP,-0.759,0.789,0.9423,0.9185,NS,12
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,-0.691,0.857,0.9834,0.8779,NS,22
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,Mitochondrial Unfolded Protein Response Uprmt,Reactome,0.563,0.985,1,0.6665,NS,10
GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,Regulation Of Protein Serine Threonine Kinase Activity,GO:BP,0.989,0.558,0.7718,0.9968,NS,20
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,Thioester Biosynthetic Process,GO:BP,-0.782,0.765,0.9443,0.9415,NS,28
REACTOME_G2_M_CHECKPOINTS,G2 M Checkpoints,Reactome,-0.794,0.753,0.9792,0.9117,NS,44
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Regulation Of Inflammatory Response To Antigenic Stimulus,GO:BP,-0.838,0.708,0.8924,0.9528,NS,10
GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,Cellular Response To Hydrogen Peroxide,GO:BP,-0.761,-0.784,0.944,0.9205,NS,14
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,Auf1 Hnrnp D0 Binds And Destabilizes Mrna,Reactome,0.512,1.032,1,0.6357,NS,37
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Protein Catabolic Process,GO:BP,-0.886,0.657,0.9042,0.9958,NS,64
GOBP_EYE_MORPHOGENESIS,Eye Morphogenesis,GO:BP,-0.926,0.614,0.8292,0.9845,NS,12
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,Brown Fat Cell Differentiation,GO:BP,-0.746,0.794,0.9443,0.9129,NS,10
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,GO:BP,0.76,0.78,0.9527,0.934,NS,31
REACTOME_REPRODUCTION,Reproduction,Reactome,-1.05,0.488,0.7568,0.9915,NS,10
GOBP_EAR_DEVELOPMENT,Ear Development,GO:BP,-0.761,0.776,0.9443,0.922,NS,17
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,GO:BP,0.785,-0.75,0.9336,0.9412,NS,15
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43s,Reactome,-0.815,0.72,0.9726,0.9471,NS,54
GOBP_LEARNING,Learning,GO:BP,-0.699,-0.833,0.9826,0.897,NS,20
GOBP_RESPONSE_TO_CADMIUM_ION,Response To Cadmium Ion,GO:BP,-0.704,0.825,0.9593,0.8884,NS,12
BIOCARTA_FAS_PATHWAY,Biocarta Fas Pathway,BioCarta,1.003,0.525,0.5765,0.977,NS,10
WP_ECTODERM_DIFFERENTIATION,Wp Ectoderm Differentiation,WikiPathways,0.804,0.722,0.9359,0.9057,NS,13
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Protein Localization,GO:BP,0.736,0.789,0.9689,0.9287,NS,30
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,Nucleoside Monophosphate Metabolic Process,GO:BP,-0.972,0.552,0.7925,0.9995,NS,32
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling Pathway,GO:BP,0.501,-1.022,1,0.711,NS,57
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,Energy Dependent Regulation Of Mtor By Lkb1 Ampk,Reactome,-0.681,0.842,0.9929,0.7808,NS,12
