gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
KIF5B,-0.2073,-0.0108,0.660082,0.999144,NS,Concordant Down,FALSE
RPS6,-0.1107,0.1061,0.931073,0.923152,NS,Discordant (Cancer Down / Training Up),TRUE
AKR7A2,-0.0365,0.18,0.992011,0.700598,NS,Discordant (Cancer Down / Training Up),FALSE
EIF3I,-0.0395,-0.177,0.992921,0.788628,NS,Concordant Down,FALSE
PSMB1,-0.158,0.058,0.770546,0.966583,NS,Discordant (Cancer Down / Training Up),FALSE
DUSP3,-0.1518,0.0641,0.870817,0.974254,NS,Discordant (Cancer Down / Training Up),TRUE
CBX3,-0.0249,-0.1909,0.997924,0.844019,NS,Concordant Down,TRUE
PPIL3,-0.0676,-0.147,0.979862,0.867841,NS,Concordant Down,FALSE
TIMM8B,0.1777,0.0367,0.922255,0.997196,NS,Concordant Up,TRUE
IGBP1,0.1279,0.0861,0.925812,0.970941,NS,Concordant Up,TRUE
DPP9,0.1958,-0.0182,0.869795,0.999112,NS,Discordant (Cancer Up / Training Down),TRUE
GSR,0.1352,0.0785,0.870445,0.949174,NS,Concordant Up,FALSE
PCBD1,-0.1269,-0.0865,0.903648,0.946625,NS,Concordant Down,FALSE
UBR4,-0.189,0.0243,0.84368,0.998222,NS,Discordant (Cancer Down / Training Up),TRUE
FKBP2,0.1774,-0.0356,0.836488,0.993127,NS,Discordant (Cancer Up / Training Down),FALSE
UBE2B,0.0601,-0.1527,0.988887,0.920322,NS,Discordant (Cancer Up / Training Down),TRUE
PCMT1,0.0993,-0.1131,0.925096,0.873897,NS,Discordant (Cancer Up / Training Down),FALSE
COX17,-0.2046,-0.0074,0.875134,0.999832,NS,Concordant Down,TRUE
MBNL1,-0.1422,0.0697,0.881199,0.969299,NS,Discordant (Cancer Down / Training Up),TRUE
MDP1,0.0877,0.1241,0.964677,0.9068,NS,Concordant Up,TRUE
ACTR1A,-0.0304,0.1812,0.993991,0.663677,NS,Discordant (Cancer Down / Training Up),FALSE
CCT6A,0.0841,0.1271,0.943717,0.824897,NS,Concordant Up,FALSE
SIRT3,-0.1636,-0.0472,0.924171,0.993062,NS,Concordant Down,TRUE
RPL18,0.1073,0.1034,0.926654,0.914188,NS,Concordant Up,FALSE
RTCA,-0.207,-0.0037,0.810547,0.999941,NS,Concordant Down,TRUE
PCTP,-0.0818,0.1287,0.97788,0.951619,NS,Discordant (Cancer Down / Training Up),TRUE
LUC7L2,0.1112,-0.0987,0.934629,0.94509,NS,Discordant (Cancer Up / Training Down),TRUE
SSB,0.1214,0.0884,0.911581,0.946013,NS,Concordant Up,TRUE
PPP3CA,-0.0873,0.1214,0.946948,0.862809,NS,Discordant (Cancer Down / Training Up),FALSE
TMED10,0.1394,0.0683,0.903645,0.973513,NS,Concordant Up,FALSE
PSMB5,-0.1399,-0.0677,0.865781,0.96445,NS,Concordant Down,FALSE
ATP6V1B2,-0.1964,0.0112,0.67974,0.999027,NS,Discordant (Cancer Down / Training Up),FALSE
CALU,-0.0703,0.1371,0.971162,0.846733,NS,Discordant (Cancer Down / Training Up),FALSE
TXNL1,0.1174,-0.0897,0.887581,0.920164,NS,Discordant (Cancer Up / Training Down),FALSE
NAE1,-0.1891,-0.0178,0.809164,0.998318,NS,Concordant Down,TRUE
MMAB,-0.0554,0.1514,0.990423,0.91491,NS,Discordant (Cancer Down / Training Up),TRUE
ACSF2,-0.1273,-0.0795,0.912543,0.959775,NS,Concordant Down,FALSE
NAXE,-0.1986,0.0081,0.716717,0.999563,NS,Discordant (Cancer Down / Training Up),FALSE
CBFB,0.0457,-0.1606,0.993481,0.897289,NS,Discordant (Cancer Up / Training Down),TRUE
RPL19,0.1561,0.0499,0.86549,0.98512,NS,Concordant Up,FALSE
DDX17,0.086,0.1198,0.943421,0.852433,NS,Concordant Up,FALSE
PRDX4,0.1001,0.1057,0.93784,0.911334,NS,Concordant Up,FALSE
UBAP2L,0.0862,-0.1192,0.979671,0.953524,NS,Discordant (Cancer Up / Training Down),TRUE
VPS26A,0.0489,0.1563,0.984099,0.765511,NS,Concordant Up,TRUE
RPL10,0.1996,-0.0056,0.799826,0.999849,NS,Discordant (Cancer Up / Training Down),TRUE
SELENOW,-0.0545,-0.1491,0.988778,0.886921,NS,Concordant Down,TRUE
PSMA6,-0.0998,0.1035,0.952509,0.93536,NS,Discordant (Cancer Down / Training Up),FALSE
RPL10A,0.1429,0.0603,0.898387,0.979655,NS,Concordant Up,FALSE
ABCF2,-0.0593,0.1438,0.988164,0.914109,NS,Discordant (Cancer Down / Training Up),TRUE
UQCC2,-0.1129,-0.0896,0.943292,0.963788,NS,Concordant Down,TRUE
NOMO2,-0.1489,0.0535,0.889703,0.984386,NS,Discordant (Cancer Down / Training Up),TRUE
HMGCL,-0.0239,-0.1775,0.99794,0.833657,NS,Concordant Down,TRUE
NUDCD3,0.0608,0.1402,0.988885,0.944565,NS,Concordant Up,TRUE
MLEC,-0.1603,0.0403,0.839033,0.989306,NS,Discordant (Cancer Down / Training Up),FALSE
HSPB8,-0.1534,0.0459,0.93483,0.99348,NS,Discordant (Cancer Down / Training Up),TRUE
CAPN2,0.0178,0.1814,0.998029,0.667689,NS,Concordant Up,FALSE
JPH2,-0.1418,0.0574,0.916088,0.984885,NS,Discordant (Cancer Down / Training Up),TRUE
RTRAF,0.109,-0.0901,0.914394,0.93385,NS,Discordant (Cancer Up / Training Down),TRUE
RPL5,0.0628,0.1362,0.977965,0.853882,NS,Concordant Up,FALSE
DNM2,-0.0752,0.1233,0.956623,0.839073,NS,Discordant (Cancer Down / Training Up),FALSE
RPL13A,0.197,0.0014,0.796682,0.99999,NS,Concordant Up,FALSE
AK1,-0.0378,0.1604,0.992255,0.78951,NS,Discordant (Cancer Down / Training Up),FALSE
PSMA3,-0.0737,-0.1244,0.96798,0.87531,NS,Concordant Down,FALSE
RIC8A,0.0748,0.1232,0.978902,0.920885,NS,Concordant Up,TRUE
PGRMC2,0.0689,-0.128,0.970371,0.85791,NS,Discordant (Cancer Up / Training Down),FALSE
S100A1,0.1425,0.0537,0.947221,0.99139,NS,Concordant Up,FALSE
VAPA,-0.176,0.0202,0.841164,0.997894,NS,Discordant (Cancer Down / Training Up),TRUE
ECHS1,-0.1167,-0.0794,0.920075,0.955834,NS,Concordant Down,FALSE
TPPP,-0.1277,0.0682,0.939707,0.981643,NS,Discordant (Cancer Down / Training Up),TRUE
CAB39L,-0.0451,-0.1497,0.995477,0.930331,NS,Concordant Down,TRUE
HPCAL1,0.125,0.0698,0.918115,0.97039,NS,Concordant Up,TRUE
C8orf82,0.0909,-0.1038,0.975825,0.972263,NS,Discordant (Cancer Up / Training Down),TRUE
GLUL,-0.0731,-0.1214,0.982884,0.939929,NS,Concordant Down,TRUE
TXNDC12,0.0812,-0.112,0.977083,0.946581,NS,Discordant (Cancer Up / Training Down),TRUE
PSMB6,-0.0827,-0.1099,0.957058,0.89997,NS,Concordant Down,FALSE
SF1,0.0517,-0.1403,0.989167,0.909027,NS,Discordant (Cancer Up / Training Down),TRUE
RDH13,-0.1865,-0.0051,0.874944,0.99992,NS,Concordant Down,TRUE
NQO2,-0.1378,-0.0522,0.943905,0.990968,NS,Concordant Down,TRUE
RPL18A,-0.1357,0.0528,0.918216,0.986272,NS,Discordant (Cancer Down / Training Up),TRUE
UBXN1,-0.1342,-0.0529,0.896754,0.982188,NS,Concordant Down,FALSE
CACYBP,0.0384,0.1487,0.993619,0.864818,NS,Concordant Up,TRUE
NIF3L1,-0.0787,0.1084,0.965737,0.914067,NS,Discordant (Cancer Down / Training Up),FALSE
EIF3M,-0.1715,-0.0147,0.785069,0.998691,NS,Concordant Down,TRUE
COPZ1,0.1434,-0.0425,0.913812,0.992316,NS,Discordant (Cancer Up / Training Down),TRUE
FDPS,0.1481,-0.0375,0.827519,0.988592,NS,Discordant (Cancer Up / Training Down),FALSE
SYPL1,-0.1218,-0.0636,0.921277,0.975261,NS,Concordant Down,FALSE
SAR1A,-0.0497,-0.1356,0.987915,0.871446,NS,Concordant Down,FALSE
EPS15L1,0.1661,-0.0186,0.831408,0.998061,NS,Discordant (Cancer Up / Training Down),TRUE
CKB,0.0208,-0.1638,0.997983,0.805152,NS,Discordant (Cancer Up / Training Down),FALSE
SENP8,0.0404,-0.1438,0.992394,0.869012,NS,Discordant (Cancer Up / Training Down),TRUE
GPI,-0.1092,0.0748,0.894655,0.941133,NS,Discordant (Cancer Down / Training Up),FALSE
DDRGK1,-0.0097,-0.1732,0.999638,0.827947,NS,Concordant Down,TRUE
TPT1,-0.0491,-0.1334,0.981784,0.800197,NS,Concordant Down,FALSE
LMAN1,-0.039,0.1431,0.992817,0.863036,NS,Discordant (Cancer Down / Training Up),TRUE
SNX6,0.1133,0.0684,0.956895,0.981965,NS,Concordant Up,TRUE
ALDOA,0.1052,0.0758,0.891155,0.932122,NS,Concordant Up,FALSE
RAC1,0.124,-0.0567,0.873279,0.970554,NS,Discordant (Cancer Up / Training Down),FALSE
ADIPOQ,0.1247,0.0554,0.912985,0.980667,NS,Concordant Up,FALSE
YARS1,-0.0978,0.0822,0.947054,0.954315,NS,Discordant (Cancer Down / Training Up),TRUE
PPP1R7,-0.0249,0.1542,0.996195,0.769087,NS,Discordant (Cancer Down / Training Up),FALSE
BSG,-0.1474,0.0309,0.85734,0.99354,NS,Discordant (Cancer Down / Training Up),FALSE
HSPB6,-0.1482,-0.0301,0.895093,0.995414,NS,Concordant Down,FALSE
CANX,0.1729,-0.0051,0.818118,0.999852,NS,Discordant (Cancer Up / Training Down),FALSE
LYPLAL1,-0.0727,-0.1042,0.974486,0.937399,NS,Concordant Down,TRUE
MECP2,0.0894,-0.0874,0.974338,0.975725,NS,Discordant (Cancer Up / Training Down),TRUE
ALDOC,-0.1585,-0.0179,0.865293,0.998272,NS,Concordant Down,FALSE
FGGY,0.1481,0.0282,0.928273,0.99762,NS,Concordant Up,TRUE
UBA2,-0.1522,0.024,0.878307,0.996981,NS,Discordant (Cancer Down / Training Up),TRUE
NIPSNAP3A,0.1239,0.0522,0.953843,0.990896,NS,Concordant Up,TRUE
NAGK,0.0588,0.1164,0.981666,0.900627,NS,Concordant Up,FALSE
CCT5,0.0441,0.131,0.986055,0.815558,NS,Concordant Up,FALSE
PPIL1,-0.0936,0.0811,0.955631,0.959002,NS,Discordant (Cancer Down / Training Up),FALSE
EEF2,-0.1133,0.0612,0.879747,0.95999,NS,Discordant (Cancer Down / Training Up),FALSE
TMPO,0.1138,-0.0601,0.951358,0.984665,NS,Discordant (Cancer Up / Training Down),TRUE
NT5DC1,-0.1575,-0.0157,0.911561,0.999029,NS,Concordant Down,TRUE
PPTC7,-0.1477,-0.0253,0.917151,0.99763,NS,Concordant Down,TRUE
SCARB2,-0.069,-0.1039,0.976282,0.928504,NS,Concordant Down,FALSE
STIP1,0.1158,-0.0561,0.88168,0.968863,NS,Discordant (Cancer Up / Training Down),FALSE
GNPDA1,-0.1133,-0.0577,0.923226,0.977238,NS,Concordant Down,FALSE
CCDC124,0.1233,0.0468,0.912565,0.98609,NS,Concordant Up,TRUE
PSMA5,0.1444,-0.0245,0.846679,0.995569,NS,Discordant (Cancer Up / Training Down),FALSE
DCTN2,-0.0614,-0.1068,0.97438,0.893008,NS,Concordant Down,FALSE
NSFL1C,-0.0939,-0.0736,0.932432,0.949528,NS,Concordant Down,FALSE
PSMC3,-0.0761,-0.0914,0.947895,0.901045,NS,Concordant Down,FALSE
EIF2B1,-0.15310000000000001,-0.0136,0.881024,0.999305,NS,Concordant Down,TRUE
ATP6V1G1,0.128,-0.0382,0.895511,0.990774,NS,Discordant (Cancer Up / Training Down),TRUE
EIF4H,-0.1127,0.0535,0.9129,0.97789,NS,Discordant (Cancer Down / Training Up),FALSE
XPO7,-0.0139,0.1502,0.998972,0.81508,NS,Discordant (Cancer Down / Training Up),TRUE
BCKDHA,-0.0803,-0.0814,0.972786,0.965165,NS,Concordant Down,TRUE
MEMO1,-0.0665,-0.0941,0.98689,0.967036,NS,Concordant Down,TRUE
PHPT1,-0.0624,-0.097,0.983915,0.948933,NS,Concordant Down,FALSE
RPS18,-0.107,0.0523,0.881124,0.96835,NS,Discordant (Cancer Down / Training Up),FALSE
VPS4B,-0.0777,-0.081,0.960492,0.945541,NS,Concordant Down,TRUE
ERGIC1,0.0816,0.077,0.961853,0.957601,NS,Concordant Up,FALSE
HSPA1A,0.1103,-0.0473,0.908042,0.981238,NS,Discordant (Cancer Up / Training Down),FALSE
PSMD14,-0.1118,-0.0444,0.910191,0.984467,NS,Concordant Down,FALSE
GMPPB,0.094,-0.0612,0.950546,0.975207,NS,Discordant (Cancer Up / Training Down),FALSE
RACK1,-0.0206,0.1325,0.99782,0.861986,NS,Discordant (Cancer Down / Training Up),FALSE
OXSR1,-0.0011,-0.1513,0.999993,0.778831,NS,Concordant Down,FALSE
PAICS,0.0317,0.1193,0.993786,0.86794,NS,Concordant Up,FALSE
HSPB1,-0.0213,0.1291,0.998017,0.891128,NS,Discordant (Cancer Down / Training Up),FALSE
PSMB2,-0.0704,0.079,0.969165,0.95017,NS,Discordant (Cancer Down / Training Up),FALSE
TOMM40,0.0166,-0.1325,0.999148,0.932432,NS,Discordant (Cancer Up / Training Down),TRUE
EIF4A2,-0.1148,-0.0336,0.913708,0.992136,NS,Concordant Down,FALSE
UROS,0.0924,0.0529,0.960646,0.985527,NS,Concordant Up,TRUE
WARS1,0.1175,-0.0268,0.881802,0.993713,NS,Discordant (Cancer Up / Training Down),FALSE
WDR1,0.0225,-0.12,0.996489,0.842901,NS,Discordant (Cancer Up / Training Down),FALSE
CDH13,-0.0323,0.1091,0.994845,0.915131,NS,Discordant (Cancer Down / Training Up),FALSE
SNRPD3,-0.067,0.0744,0.975901,0.962164,NS,Discordant (Cancer Down / Training Up),FALSE
ATP6V1A,0.0604,0.0807,0.982976,0.960663,NS,Concordant Up,FALSE
PRKACA,-0.1346,0.0064,0.867467,0.999714,NS,Discordant (Cancer Down / Training Up),FALSE
NEDD8,0.0254,0.1153,0.997968,0.941473,NS,Concordant Up,FALSE
GBP2,-0.0453,-0.095,0.995397,0.971994,NS,Concordant Down,TRUE
HTRA2,0.0554,0.0847,0.988817,0.96917,NS,Concordant Up,TRUE
EML2,-0.1302,0.0097,0.933384,0.999676,NS,Discordant (Cancer Down / Training Up),TRUE
UAP1,0.1061,0.032,0.960317,0.995517,NS,Concordant Up,TRUE
CHCHD2,0.0146,0.1233,0.999049,0.898806,NS,Concordant Up,TRUE
ADSL,-0.1169,0.0201,0.920456,0.997548,NS,Discordant (Cancer Down / Training Up),FALSE
PGRMC1,0.1046,0.0318,0.957851,0.995617,NS,Concordant Up,FALSE
SLC25A24,0.0226,-0.1128,0.997536,0.922669,NS,Discordant (Cancer Up / Training Down),TRUE
PEX11B,-0.0683,-0.0662,0.987213,0.989634,NS,Concordant Down,TRUE
GRHPR,-0.0639,-0.0684,0.972823,0.9604,NS,Concordant Down,FALSE
LDHA,-0.006,0.1238,0.999849,0.902102,NS,Discordant (Cancer Down / Training Up),FALSE
TMX3,-0.091,0.0387,0.963459,0.994046,NS,Discordant (Cancer Down / Training Up),TRUE
CCT3,0.0976,0.0319,0.915423,0.990368,NS,Concordant Up,FALSE
CRKL,-0.0243,-0.1052,0.995939,0.883571,NS,Concordant Down,FALSE
EIF4A1,0.0954,-0.0335,0.949342,0.993067,NS,Discordant (Cancer Up / Training Down),FALSE
ATP6V0D1,-0.0027,-0.1248,0.99998,0.95388,NS,Concordant Down,TRUE
PALLD,0.1172,-0.0102,0.97524,0.999788,NS,Discordant (Cancer Up / Training Down),TRUE
CHMP2A,-0.0327,-0.0944,0.996671,0.961383,NS,Concordant Down,TRUE
TIAL1,-0.1212,-0.0047,0.933458,0.999909,NS,Concordant Down,TRUE
GFPT1,-0.0244,-0.1013,0.997591,0.951107,NS,Concordant Down,TRUE
RPL38,0.0274,-0.0981,0.997349,0.953083,NS,Discordant (Cancer Up / Training Down),FALSE
HUWE1,-0.0267,-0.0981,0.995808,0.920357,NS,Concordant Down,TRUE
KRT8,0.0844,0.0391,0.989912,0.997939,NS,Concordant Up,TRUE
YWHAG,0.0452,-0.078,0.987547,0.950015,NS,Discordant (Cancer Up / Training Down),FALSE
ERLIN2,-0.1153,-0.0071,0.90916,0.999659,NS,Concordant Down,FALSE
NAP1L1,-0.0078,0.1137,0.999589,0.856099,NS,Discordant (Cancer Down / Training Up),TRUE
RPL22,0.1167,0.0037,0.916194,0.999918,NS,Concordant Up,FALSE
ERO1A,0.031,-0.0891,0.997941,0.975636,NS,Discordant (Cancer Up / Training Down),TRUE
MYH1,0.087,-0.0325,0.988248,0.998083,NS,Discordant (Cancer Up / Training Down),TRUE
TARDBP,0.0496,-0.0698,0.98818,0.970707,NS,Discordant (Cancer Up / Training Down),TRUE
AK2,-0.0697,-0.0495,0.971569,0.982809,NS,Concordant Down,FALSE
PTGR1,-0.0587,0.0605,0.985144,0.980931,NS,Discordant (Cancer Down / Training Up),TRUE
GORASP2,0.0929,-0.0263,0.953575,0.996068,NS,Discordant (Cancer Up / Training Down),TRUE
PGP,-0.0977,0.0208,0.955791,0.997809,NS,Discordant (Cancer Down / Training Up),FALSE
MYPN,0.0833,-0.0337,0.980538,0.996339,NS,Discordant (Cancer Up / Training Down),TRUE
RPS16,-0.0892,-0.0261,0.955805,0.995837,NS,Concordant Down,FALSE
ACAA2,-0.0562,-0.0586,0.979189,0.971532,NS,Concordant Down,FALSE
RPS21,-0.0384,0.0752,0.989961,0.946933,NS,Discordant (Cancer Down / Training Up),FALSE
LANCL1,0.047,0.0661,0.988905,0.971613,NS,Concordant Up,FALSE
UGP2,-0.0591,0.053900000000000003,0.975292,0.974518,NS,Discordant (Cancer Down / Training Up),FALSE
TPI1,-0.0879,-0.0248,0.942799,0.995142,NS,Concordant Down,FALSE
PPCDC,0.0987,-0.014,0.967203,0.999296,NS,Discordant (Cancer Up / Training Down),TRUE
SRP54,0.027,0.0847,0.997206,0.967811,NS,Concordant Up,TRUE
MTDH,0.1053,0.0052,0.931337,0.999866,NS,Concordant Up,TRUE
BTF3,0.0047,0.1056,0.999947,0.966843,NS,Concordant Up,TRUE
PTGES3,-0.0508,-0.0591,0.978878,0.962997,NS,Concordant Down,FALSE
GSTM2,0.0036,-0.105,0.999959,0.949587,NS,Discordant (Cancer Up / Training Down),FALSE
ENO2,0.0503,-0.058,0.990643,0.984353,NS,Discordant (Cancer Up / Training Down),FALSE
CCT8,-0.0144,0.0937,0.998541,0.903883,NS,Discordant (Cancer Down / Training Up),FALSE
HSPE1,0.0208,-0.087,0.998066,0.952274,NS,Discordant (Cancer Up / Training Down),FALSE
EIF4E,-0.0351,-0.0725,0.993666,0.963512,NS,Concordant Down,FALSE
AHCY,0.0396,-0.0667,0.989218,0.958849,NS,Discordant (Cancer Up / Training Down),FALSE
MSRA,0.0195,0.0867,0.999108,0.978485,NS,Concordant Up,TRUE
PARK7,0.033,-0.0723,0.991901,0.945539,NS,Discordant (Cancer Up / Training Down),FALSE
HDGFL2,-0.0163,0.0884,0.999054,0.961538,NS,Discordant (Cancer Down / Training Up),TRUE
HSPA4,-0.0895,-0.015,0.921091,0.997783,NS,Concordant Down,FALSE
ANXA11,0.0457,-0.0587,0.985113,0.967989,NS,Discordant (Cancer Up / Training Down),FALSE
MAP1LC3B2,-0.0666,0.0364,0.984108,0.994381,NS,Discordant (Cancer Down / Training Up),FALSE
DHODH,-0.0874,-0.0156,0.983569,0.999485,NS,Concordant Down,TRUE
DCAF6,-0.0905,-0.0119,0.952667,0.999161,NS,Concordant Down,TRUE
HSPD1,-0.0232,0.0791,0.997452,0.958792,NS,Discordant (Cancer Down / Training Up),FALSE
CCT4,0.0846,0.0173,0.93773,0.997316,NS,Concordant Up,FALSE
BLMH,0.0364,0.0653,0.991587,0.964857,NS,Concordant Up,TRUE
RPS27,-0.06,-0.0406,0.98844,0.993893,NS,Concordant Down,TRUE
UFL1,0.0878,0.0102,0.963222,0.999514,NS,Concordant Up,TRUE
CRYZ,0.0714,0.0242,0.970986,0.996275,NS,Concordant Up,FALSE
HNRNPD,0.0739,0.0211,0.964636,0.996826,NS,Concordant Up,FALSE
PSMD10,0.0621,-0.0327,0.983075,0.994472,NS,Discordant (Cancer Up / Training Down),FALSE
HSPA1L,-0.0621,0.0327,0.98706,0.995736,NS,Discordant (Cancer Down / Training Up),FALSE
HNRNPU,0.0228,0.0718,0.997555,0.966738,NS,Concordant Up,FALSE
NMT1,-0.009,-0.0856,0.999783,0.972373,NS,Concordant Down,TRUE
MAP2K2,0.0119,0.0821,0.999456,0.964697,NS,Concordant Up,TRUE
MOCS2,-0.0158,-0.0775,0.999297,0.980308,NS,Concordant Down,TRUE
MOCS2,-0.0158,-0.0775,0.999297,0.980308,NS,Concordant Down,TRUE
PDCD6IP,0.0869,0.0061,0.928812,0.999659,NS,Concordant Up,FALSE
SYNGR2,0.0511,-0.0377,0.988545,0.992789,NS,Discordant (Cancer Up / Training Down),TRUE
COPB2,0.0027,0.0841,0.999985,0.980554,NS,Concordant Up,TRUE
TRIM72,-0.0517,-0.033,0.984011,0.99229,NS,Concordant Down,TRUE
SUGT1,0.0456,-0.0372,0.989651,0.991628,NS,Discordant (Cancer Up / Training Down),FALSE
UBXN6,-0.0127,0.0681,0.999295,0.97829,NS,Discordant (Cancer Down / Training Up),TRUE
EEA1,-0.0307,0.0496,0.996535,0.98883,NS,Discordant (Cancer Down / Training Up),TRUE
METTL7A,-0.0604,0.0186,0.984672,0.998344,NS,Discordant (Cancer Down / Training Up),FALSE
XPO1,0.0435,0.0354,0.988676,0.991151,NS,Concordant Up,TRUE
PLGRKT,0.0588,0.0195,0.98814,0.998515,NS,Concordant Up,TRUE
CAPN1,0.0315,0.0461,0.993914,0.983124,NS,Concordant Up,FALSE
UBE2R2,-0.0384,0.0388,0.99539,0.995364,NS,Discordant (Cancer Down / Training Up),TRUE
FAM136A,0.0462,0.0307,0.99164,0.996083,NS,Concordant Up,TRUE
EIF3F,0.0059,-0.0695,0.999862,0.973661,NS,Discordant (Cancer Up / Training Down),FALSE
H1-0,0.0722,0.0021,0.986288,0.999987,NS,Concordant Up,TRUE
SETD3,0.0376,-0.036,0.995361,0.996905,NS,Discordant (Cancer Up / Training Down),TRUE
AARS1,-0.0686,0.0044,0.964353,0.99985,NS,Discordant (Cancer Down / Training Up),FALSE
DECR1,0.0146,0.0581,0.999226,0.983813,NS,Concordant Up,FALSE
GMPR,0.0447,-0.026,0.992875,0.997111,NS,Discordant (Cancer Up / Training Down),FALSE
NSF,-0.0145,0.0536,0.999085,0.983204,NS,Discordant (Cancer Down / Training Up),FALSE
HDGF,0.0581,0.0089,0.978729,0.999458,NS,Concordant Up,FALSE
PSMD4,-0.0244,-0.0426,0.995656,0.982531,NS,Concordant Down,FALSE
FBP2,0.0618,0.0045,0.989162,0.999934,NS,Concordant Up,TRUE
RPS19,0.0367,0.0291,0.992076,0.993942,NS,Concordant Up,FALSE
CHMP5,0.0011,0.0631,0.999995,0.978827,NS,Concordant Up,TRUE
PDCD5,-0.056,0.0039,0.983372,0.999914,NS,Discordant (Cancer Down / Training Up),TRUE
CA14,0.0547,-0.0048,0.99055,0.999923,NS,Discordant (Cancer Up / Training Down),TRUE
OLA1,-0.003,0.0546,0.999946,0.974471,NS,Discordant (Cancer Down / Training Up),FALSE
DUSP23,-0.0403,0.0167,0.995125,0.999217,NS,Discordant (Cancer Down / Training Up),TRUE
ARL8B,-0.056,7e-4,0.981723,0.999997,NS,Discordant (Cancer Down / Training Up),FALSE
SHOC2,0.0352,0.0193,0.994298,0.998433,NS,Concordant Up,TRUE
BANF1,0.0185,0.0337,0.998969,0.995707,NS,Concordant Up,FALSE
RPS17,0.0106,-0.0406,0.99954,0.991263,NS,Discordant (Cancer Up / Training Down),TRUE
MPC1,0.02,-0.0304,0.999645,0.998943,NS,Discordant (Cancer Up / Training Down),TRUE
TCP1,0.0072,0.0426,0.999678,0.984604,NS,Concordant Up,FALSE
NPM1,-0.0027,0.0453,0.999967,0.986882,NS,Discordant (Cancer Down / Training Up),FALSE
SRSF1,-0.0407,0.0068,0.992106,0.999751,NS,Discordant (Cancer Down / Training Up),TRUE
TXN2,-0.0326,-0.0114,0.99533,0.999331,NS,Concordant Down,TRUE
UGGT1,0.0039,0.039,0.999905,0.987123,NS,Concordant Up,TRUE
CD59,0.0131,0.0292,0.999095,0.994188,NS,Concordant Up,FALSE
SERPINB6,-0.019,0.0212,0.998102,0.99707,NS,Discordant (Cancer Down / Training Up),FALSE
HNRNPA0,-0.0176,-0.0221,0.999443,0.998561,NS,Concordant Down,TRUE
PCNA,-0.0127,0.0228,0.999515,0.998625,NS,Discordant (Cancer Down / Training Up),TRUE
IST1,0.005,0.0305,0.999866,0.993346,NS,Concordant Up,TRUE
NSUN2,-0.0097,-0.0257,0.999638,0.997374,NS,Concordant Down,TRUE
ARL6IP5,-0.0179,0.0113,0.998229,0.999142,NS,Discordant (Cancer Down / Training Up),FALSE
PSMC2,-0.0055,-0.0209,0.999795,0.996104,NS,Concordant Down,FALSE
FKBP4,-0.0022,-0.023,0.999981,0.997335,NS,Concordant Down,FALSE
PSMB4,0.0166,-0.0044,0.998314,0.999858,NS,Discordant (Cancer Up / Training Down),FALSE
PSMB7,0.0092,-0.0059,0.999711,0.999853,NS,Discordant (Cancer Up / Training Down),FALSE
PLPBP,-0.0081,-0.0012,0.999775,0.999994,NS,Concordant Down,FALSE
TMX1,-0.0071,0.001,0.9997,0.999993,NS,Discordant (Cancer Down / Training Up),TRUE
EIF3G,-0.0059,-8e-4,0.999841,0.999997,NS,Concordant Down,TRUE
RETSAT,3.0406,-1.3817,0,0.003984,Sig Both,Discordant (Cancer Up / Training Down),TRUE
ATL3,3.4103,-0.9846,0,0.009479,Sig Both,Discordant (Cancer Up / Training Down),TRUE
THY1,2.511,0.9494,0,0.015241,Sig Both,Concordant Up,TRUE
DDX19B,1.9086,-1.2637,1e-6,0.009865,Sig Both,Discordant (Cancer Up / Training Down),TRUE
TUBB4A,1.8677,-1.1335,3e-6,0.015211,Sig Both,Discordant (Cancer Up / Training Down),TRUE
DIAPH2,-1.7291,0.9523,0,0.009701,Sig Both,Discordant (Cancer Down / Training Up),TRUE
G3BP2,-0.9637,0.9494,0.037836,0.021709,Sig Both,Discordant (Cancer Down / Training Up),TRUE
MAP1B,1.1221,-0.7335,0.033423,0.02385,Sig Both,Discordant (Cancer Up / Training Down),TRUE
ALDH1B1,-0.8544,0.689,0.011552,0.030345,Sig Both,Discordant (Cancer Down / Training Up),TRUE
CLPP,-0.6396,0.6174,0.016085,0.015082,Sig Both,Discordant (Cancer Down / Training Up),TRUE
PLIN1,4.1417,-0.8213,0,0.31522,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
ADIRF,3.5983,-1.0409,0,0.067833,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
HBA1,3.806,-0.5939,0,0.520022,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
HBB,3.5681,-0.6169,0,0.493316,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
IGHM,3.6335,0.3323,0,0.807767,Sig Cancer only,Concordant Up,FALSE
COMP,3.7712,-0.1454,0,0.972831,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
HBG2,3.7262,-0.1216,0,0.981384,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
CAVIN3,3.0109,-0.8164,1.1e-5,0.121156,Sig Cancer only,Discordant (Cancer Up / Training Down),TRUE
SNCA,3.6614,-0.0656,0,0.9916,Sig Cancer only,Discordant (Cancer Up / Training Down),FALSE
